NIMBLE_CUNA_ID,Old Name,State,New Name
10018438,Louisiana USA FCU,LA,Formation CU
10029595,Cornerstone Financial CU,TN,Resound Credit Union
10010483,Diamond Lakes FCU,AR,Clearway FCU
10013492,Bank-Fund Staff FCU,DC,BankFund Credit Union
10020944,FreeStar Financial CU,MI,FreeStar Financial Credit Union
10021426,Wings Financial Credit Union,MN,Wings FCU | Merged
10012674,Ent CU,CO,Wings Financial Credit Union
10013920,Jackson County Teachers CU,FL,Jackson County CU
