NIMBLE_CUNA_ID,Old Name,State,New Name
10023645,Cheektowaga Community FCU,NY,Circuit FCU
10023264,County Educators FCU,NJ,County Excellence Federal Credit Union
10014763,Hickam FCU,HI,Lkahi FCU
10023935,USALLIANCE Financial FCU,NY,USAlliance FCU
10012346,Wescom CU,CA,Wescom Financial
10019648,Merrimack Valley CU,MA,BrightBridge CU
