ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,0,24,4,20,24,0,0,2629,2621605,0,0,0
$200K-$500K,0,53,18,35,53,0,0,11769,17761243,0,0,0
$500K-$1M,0,61,15,46,61,0,0,18125,44732263,0,0,0
$1M-$2M,0,108,36,72,108,0,0,38116,157138710,0,0,0
$2M-$5M,3,237,61,179,240,1346,9827506,146775,827366386,0.0125,0.009170499063,0.0118780581
$5M-$10M,8,320,99,229,328,6939,57158646,343183,2335399896,0.0243902439,0.02021953302,0.02447488591
$10M-$20M,7,417,122,302,424,17788,102986161,699091,6110026902,0.01650943396,0.02544447003,0.01685527129
$20M-$50M,45,706,253,498,751,143184,1605076667,2182545,24982220430,0.05992010652,0.06560414562,0.06424875929
$50M-$100M,71,526,229,368,597,426057,5498263300,3436494,43310014970,0.1189279732,0.1239801379,0.1269513138
$100M-$200M,94,445,219,320,539,990037,13874616866,5442844,76801107061,0.1743970315,0.1818970009,0.1806564696
$200M-$500M,123,404,236,291,527,2661908,39287252692,11146165,168716142528,0.2333965844,0.2388182841,0.2328600696
$500M-$1B,72,212,146,138,284,3292769,52252904399,12643649,202940356193,0.2535211268,0.2604286943,0.2574791204
> $1B,204,252,259,197,456,67100903,1115624482942,107059614,1842352642090,0.4473684211,0.6267620487,0.6055434
Totals,627,3765,1697,2695,4392,74640931,1228312569179,143170999,2368597530277,0.1427595628,0.5213411342,0.5185822215
