NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10020108,Ignite CU,MI,154334746,13894,52
10010077,Heritage South CU,AL,176258658,15531,64
10023398,Southwest FCU,NM,78079812,4274,24
10010076,Sycamore FCU,AL,64060565,2833,14
10029503,Kellogg Memphis EFCU,TN,3852450,525,2
10011628,Matson EFCU,CA,21406749,1088,3
10028003,Blue Chip FCU,PA,44116980,4032,13
10019447,IC Federal Credit Union,MA,527041345,36037,116
10033106,Oshkosh Postal Employees Credit Union,WI,6393976,433,4
10025888,Atrium CU,OH,10797022,997,6
10030978,Space City CU,TX,134209610,12151,42
10020324,LOC Credit Union,MI,460904140,27555,92
10013011,Curtis FCU,CT,225094,50,1
10027140,Beaver Valley FCU,PA,100524192,9083,27
10001580,Seneca Nation of Indians FCU,NY,8553655,2584,5
10022731,Thunderbolt Area FCU,NJ,41246938,3362,8
10021205,City and County Employees FCU,MN,27353564,1675,5
10038142,Alabama River CU,AL,22695974,1703,6
10018622,Postal CU,LA,16877532,1900,6
10021825,Central Communications CU,MO,47108410,3849,12
10037848,Olivet Baptist CU,TN,692064,931,0
,Totals (21 Credit Unions):,,1946733476,144487,502
