NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10013548,Democracy FCU,VA,Kenyahda Cahoon,Andrena Smith
10026851,Trailhead CU,OR,James McCarthy,Jim McCarthy
10027143,CACL FCU,PA,Sean Hession,Hession John F
10029820,Y-12 FCU,TN,Mark Ziegler,Dustin Millaway
10023314,Nusenda CU,NM,Joseph Christian,Michelle Dearholt
10020108,Ignite CU,MI,Kristopher Lewis,Kris Lewis
10014260,University CU,FL,"Albert Rose, CCE",Al Rose
10017019,KEMBA Indianapolis CU,IN,Karla Salisbury,Jennifer Mulligan
10022474,Spirit of America FCU,NE,Rhonda Litt,Cheryl Wiemer
10021340,St Paul FCU,MN,Thomas Glatt,Christopher Petersen
10019170,Securityplus FCU,MD,Ray Ragan,Mike Barr
10030489,Soarion FCU,TX,Ricardo Ledezma,Ric Ledezma
10011379,Kinecta FCU,CA,Keith Sultemeier,Keith A Sultemeier
10010222,America's First FCU,AL,Bill Connor,Kevin Morris
10010565,Alhambra CU,AZ,Edward Moraga,Eddie Moraga
10023330,Chaves County School ECU,NM,Laura Johnson,Laura Cox
10022461,First Nebraska CU,NE,Ann Loftis,Dale Kovar
10030086,Coastlife CU,TX,Gina Prince-Bryant,Gina Bryant
10033261,Superior Choice CU,WI,Timothy Foster,Chris Dawe
10015112,NuMark CU,IL,Lloyd Fredendall,Michelle Balog
10019897,Liberty Bay CU,MA,Edward Lopes,John Barron
10021106,Financial Plus CU,MI,Brad Bergmooser,Bradley Bergmooser
10030882,Firstmark Credit Union,TX,Gregg Thorne,Wendy Cleveland
10019226,Alpha CU,MA,Joette DeMeo,Joette Demeo
10017657,St Ludmilas CU,IA,Patricia Stokesberry,Shanna Berhenke
10038611,Halifax County Community FCU,VA,Helen Leigh,William Coleman
10031162,Austin FCU,TX,Melinda Bayer,Mindy Bayer
