NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10027950,CommonRoots FCU,PA,15441626,1755,6
10033987,KaiPerm Northwest FCU,OR,136425774,5648,12
10026567,True Sky CU,OK,819044713,64892,145
10019874,Arrha Credit Union,MA,163197118,9851,33
10013798,Electricians Local 349 CU,FL,4854449,619,3
10031447,Provo Police and Fire Dept CU,UT,1592315,625,2
10019873,Springfield St Railway ECU,MA,1172147,166,1
10014600,Coca-Cola FCU,GA,206108141,14313,41
10014483,GP FCU,GA,144578826,9575,23
10024054,Focus First FCU,NY,10898836,903,4
10027019,Ambridge Area FCU,PA,12042782,974,3
10036366,Coral Community FCU,FL,40212492,3636,8
10018203,Modern EFCU,KY,5654878,517,3
10012712,Haxtun Community FCU,CO,5346950,715,5
10060117,Capital FCU,TX,5321220,821,81
10030409,Alliance CU,TX,656243278,55808,216
10031155,United Texas CU,TX,423809923,20848,69
,Totals (17 Credit Unions):,,2651945468,191666,655
