NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10026827,Gateway CU,OR,29145678,2246,6
10011558,Long Beach Firemens CU,CA,209922960,3311,8
10025272,Carey Poverello FCU,OH,25646225,1705,5
10011628,Matson EFCU,CA,25067338,1102,3
10029417,FedTrust FCU,TN,47883912,3186,10
10012043,United Catholics FCU,CA,47638853,3626,13
10012848,School District 3 FCU,CO,33231996,1674,8
10016685,SEI CU,ID,32469501,3217,11
10033434,Western Vista FCU,WY,264810544,16424,55
10030794,Reeves County Teachers CU,TX,9637209,1352,4
10012753,San Juan Mountains CU,CO,51629832,3915,10
,Totals (11 Credit Unions):,,777084048,41758,133
