ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,0,29,5,24,29,0,0,3638,3588616,0,0,0
$200K-$500K,0,60,21,39,60,0,0,13822,20971099,0,0,0
$500K-$1M,0,73,21,52,73,0,0,20511,53685149,0,0,0
$1M-$2M,0,114,30,84,114,0,0,40780,166505335,0,0,0
$2M-$5M,3,254,72,185,257,1130,9230825,164724,881570485,0.01167315175,0.00685995969,0.01047088708
$5M-$10M,7,361,108,260,368,5637,44901718,371974,2652589766,0.01902173913,0.01515428498,0.01692750179
$10M-$20M,13,440,131,322,453,23751,174575554,768509,6581890515,0.02869757174,0.03090529844,0.02652361865
$20M-$50M,50,749,275,524,799,155530,1679057417,2369441,26521778884,0.06257822278,0.06563995474,0.06330862739
$50M-$100M,91,541,240,392,632,569044,6990400227,3761604,45775447606,0.1439873418,0.1512769553,0.1527106908
$100M-$200M,108,440,235,313,548,1162987,15921996488,5715146,77847880756,0.197080292,0.2034920893,0.2045270383
$200M-$500M,140,399,244,295,539,3158662,45342141097,11828966,173707174183,0.2597402597,0.2670277351,0.2610263008
$500M-$1B,86,193,142,137,279,4226073,63348529888,12772073,202055507609,0.3082437276,0.3308838745,0.3135204313
> $1B,219,230,262,187,449,69403849,1154544526179,103589697,1789800880139,0.4877505568,0.6699879526,0.6450686995
Totals,717,3883,1786,2814,4600,78706663,1288055359393,141420885,2326069470142,0.1558695652,0.5565420058,0.5537475883
