NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10031044,TDECU,TX,4822377270,387149,878
10029898,Velocity Credit Union,TX,1038065290,81727,217
10030384,Smart Financial CU,TX,885477266,61877,193
10035933,Insight CU,FL,672072191,48060,147
10030182,Telco Plus CU,TX,136321616,9398,45
10029658,Pathway CU,TN,6187114,965,3
10012705,Guadalupe Parish CU,CO,38969980,3478,9
10029336,Chattanooga Area Schools FCU,TN,180699511,12037,14
10030998,Southwest Res Center FCU,TX,83079349,5270,14
10024218,Oneida County FCU,NY,14866766,1587,3
10029913,Baker Hughes FCU,TX,13796730,1613,2
10010143,Covington School FCU,AL,21163078,1608,3
10024108,Mt Vernon NY Postal EFCU,NY,1063019,160,2
10026897,Emerald Empire FCU,OR,27634834,2387,7
10010348,SRI EFCU,AL,3892225,194,2
10036220,Entertainment Industries FCU,NJ,15231018,1890,6
10031906,First NRV FCU,VA,40556175,2967,11
10001319,Urban Upbound FCU,NY,2042577,1353,4
10030845,Faith Cooperative FCU,TX,2190123,973,2
10036607,Suncomp EFCU,VA,3551640,302,2
10012576,Akron FCU,CO,565984,256,2
,Totals (21 Credit Unions):,,8009803756,625251,1566
