ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,0,27,3,24,27,0,0,2932,2875445,0,0,0
$200K-$500K,0,56,19,37,56,0,0,12409,19089186,0,0,0
$500K-$1M,0,61,15,46,61,0,0,18279,44965315,0,0,0
$1M-$2M,0,110,35,75,110,0,0,39957,162612835,0,0,0
$2M-$5M,3,236,62,177,239,1409,10367560,144764,827997154,0.01255230126,0.009733082811,0.01252125077
$5M-$10M,7,325,100,232,332,6409,45940488,349890,2369098225,0.02108433735,0.0183171854,0.01939155056
$10M-$20M,9,412,119,302,421,20033,128333061,690592,6064973230,0.02137767221,0.02900844493,0.02115970774
$20M-$50M,45,713,255,503,758,143545,1599921255,2210625,25257194321,0.05936675462,0.06493412496,0.06334516949
$50M-$100M,68,522,229,361,590,400356,5225549239,3375424,42910607698,0.1152542373,0.1186090992,0.1217775632
$100M-$200M,97,442,219,320,539,1021476,14183470826,5480395,76805533519,0.1799628942,0.1863872951,0.1846673042
$200M-$500M,123,407,233,297,530,2659490,39339644563,11172359,169403220629,0.2320754717,0.238041939,0.2322248917
$500M-$1B,71,213,148,136,284,3259478,51383501309,12723191,203444767100,0.25,0.2561840029,0.2525673284
> $1B,206,254,261,199,460,67653788,1126385808598,108347339,1866343014862,0.447826087,0.6244157782,0.6035256111
Totals,629,3778,1698,2709,4407,75165984,1238302536899,144568156,2393655949519,0.142727479,0.5199345837,0.5173268686
