League,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alaska Credit Union League,1,8,1,8,9,768993,11481948321,993985,14958326534,0.1111111111,0.7736464836,0.7675957798
Association of Vermont Credit Unions,3,13,11,5,16,230975,4068306328,435787,6853238232,0.1875,0.5300181052,0.5936327018
California and Nevada Credit Union League,46,212,115,143,258,4592678,101397669480,14405808,299450505920,0.1782945736,0.3188073866,0.3386124501
Carolinas Credit Union League,25,80,37,68,105,4952670,83413200728,6842950,106823942029,0.2380952381,0.7237624124,0.7808474312
Cooperative Credit Union Association,20,149,63,106,169,2265688,32045081911,4840091,79561107059,0.1183431953,0.4681085542,0.4027732028
Cornerstone League,69,575,294,350,644,6670910,104061930239,14974647,217453926161,0.1071428571,0.4454802841,0.4785470287
Credit Union Association of New Mexico,8,31,18,21,39,823998,14310500137,1115903,19136323524,0.2051282051,0.7384136435,0.7478186768
CrossState Credit Union Association,53,369,41,381,422,3108780,52124617319,5895556,92826931000,0.1255924171,0.5273090443,0.5615247295
Dakota Credit Union Association,6,56,16,46,62,58738,915318961,557759,11365002259,0.09677419355,0.1053107166,0.08053838795
GoWest Credit Union Association,46,222,134,134,268,5215056,93716615858,13148681,228113297133,0.171641791,0.3966219882,0.4108336385
Hawaii Credit Union League,5,40,0,45,45,212418,4155397182,869664,15995105593,0.1111111111,0.2442529529,0.2597917943
Illinois Credit Union League,15,185,153,47,200,2295806,45267474516,4110407,71775530611,0.075,0.5585349577,0.6306811546
Indiana Credit Union League,16,112,33,95,128,1217948,21309540456,2806460,45368206296,0.125,0.4339801743,0.469702071
Iowa Credit Union League,2,65,66,1,67,20854,251437271,1661188,33111602632,0.02985074627,0.01255366641,0.00759363036
Kentucky's Credit Unions,6,49,18,37,55,499832,9100105242,967300,15006147037,0.1090909091,0.5167290396,0.6064251683
Luminate Louisiana Credit Unions,14,129,26,117,143,571195,7338119379,1292351,16244755214,0.0979020979,0.4419813193,0.4517223733
Maine Credit Union League,1,47,12,36,48,18362,256194531,754499,12398712275,0.02083333333,0.02433667904,0.0206629951
Maryland & DC Credit Union Association,39,68,7,100,107,1660220,35993116132,2758014,54160485006,0.3644859813,0.6019621365,0.6645641399
Michigan Credit Union League,15,160,111,64,175,1978579,41370865298,5957512,106450433145,0.08571428571,0.3321149836,0.3886397084
Minnesota Credit Union Network,12,72,59,25,84,731686,16963152108,2176323,41643289195,0.1428571429,0.3362028522,0.4073441948
Mississippi Credit Union Association,3,54,1,56,57,355952,4445151621,742659,8332724371,0.05263157895,0.4792939963,0.5334571772
Montanas Credit Unions,3,39,9,33,42,141161,3255131350,436550,7639740842,0.07142857143,0.3233558584,0.4260787659
Nebraska Credit Union League and Affils,4,47,10,41,51,190262,2079923070,562824,6624473129,0.07843137255,0.3380488394,0.3139756218
New York Credit Union Association,66,211,12,265,277,5596557,104808233396,6909175,124830781648,0.238267148,0.8100181281,0.8396024763
Ohio Credit Union League,31,173,93,111,204,917437,13024828811,3275797,47520722348,0.1519607843,0.2800652788,0.274087349
Tennessee Credit Union League,12,116,70,58,128,839467,17087876025,2623984,43544854287,0.09375,0.319920777,0.3924200989
The Credit Union League of Connecticut Inc,16,54,25,45,70,502351,7330009213,949960,14991451745,0.2285714286,0.5288127921,0.4889459232
The League of Credit Unions & Affiliates,82,285,169,198,367,25042854,328947827892,32700782,444649248471,0.2234332425,0.7658181997,0.73979171
Utah Credit Union Association,4,50,22,32,54,1704729,25568390925,3975786,60494944814,0.07407407407,0.4287778568,0.4226533474
West Virginia Credit Union League,3,71,3,71,74,37110,489836402,377372,4895732305,0.04054054054,0.0983379795,0.1000537553
Wisconsin Credit Union League,3,102,102,3,105,781838,8758818850,3915489,69654064075,0.02857142857,0.1996782522,0.12574742
Totals,629,3844,1731,2742,4473,74005104,1195336618952,143035263,2321875604890,0.1406215068,0.5173906242,0.5148150988
