ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,0,30,5,25,30,0,0,3886,3779271,0,0,0
$200K-$500K,0,60,21,39,60,0,0,13822,20971099,0,0,0
$500K-$1M,0,76,22,54,76,0,0,20958,55680011,0,0,0
$1M-$2M,0,117,31,86,117,0,0,42136,171142198,0,0,0
$2M-$5M,4,256,74,186,260,1771,13622832,166349,890051080,0.01538461538,0.01064629183,0.01530567437
$5M-$10M,7,365,109,263,372,5637,44901718,376348,2684193820,0.0188172043,0.01497815851,0.01672819513
$10M-$20M,16,439,131,324,455,29619,220831077,771385,6610711013,0.03516483516,0.03839716873,0.03340504169
$20M-$50M,57,749,279,527,806,187660,1933447100,2386817,26749508513,0.07071960298,0.07862353922,0.07227972428
$50M-$100M,107,527,240,394,634,664760,8135591302,3769892,45877633052,0.1687697161,0.1763339639,0.1773324115
$100M-$200M,120,433,237,316,553,1277073,17675441569,5777728,78618889945,0.2169981917,0.2210337697,0.2248243594
$200M-$500M,169,373,246,296,542,3728179,54565966175,11894367,174565114739,0.3118081181,0.3134407237,0.3125823064
$500M-$1B,119,160,142,137,279,5781867,88402702837,12772073,202055507609,0.4265232975,0.4526960502,0.4375169174
> $1B,254,195,262,187,449,75657521,1265147747609,103589697,1789800880139,0.565701559,0.7303575857,0.706865083
Totals,853,3780,1799,2834,4633,87334087,1436140252219,141585458,2328104062489,0.184113965,0.6168294981,0.6168711594
