NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10017998,1st Kansas CU,KS,Felicity Ross,Felicity Gorski
10026944,Oregon Community CU,OR,Ron Neumann,Greg Schumacher
10026715,Benton County Schools CU,OR,Joe Tofte,Amanda Held
10029769,Southeast Financial CU,TN,John Jacoway,Jeff Dahlstrom
10039818,Georgia Guard CU,GA,Joel Franzen,Christina Thomas
10018926,Midcoast FCU,ME,Joseph Gervais,Christina Carter
10019811,St Marys CU,MA,Grace Lee,James Petkewich
10021566,Ampot FCU,MS,Michelle Hyland,Melissa Carter
10030499,LCRA CU,TX,Tim Lane,Melissa Reyes
10025388,Columbiana County School ECU Inc,OH,Jennifer McCloskey,Jennifer Mccloskey
10030277,Coastal Community FCU,TX,Kay Carmon,L. Angelo DeCamps
10026383,University of Toledo FCU,OH,Beverly Trost,Gregory Cook
10027392,Franklin Mint FCU,PA,Michael Magnavita,Andrew Stanley
10024841,Oteen VA FCU,NC,Maria Mathis,Shannon Austin
10012122,San Mateo City EFCU,CA,Steve Yoshifuji,Tony Clifford
10013816,Florida A and M University FCU,FL,Sheilah Montgomery,Jerry Clerveaux
10021895,Fedco CU,MO,Ronda Bryant,Connie Hegerfeld
10030316,GECU Federal Credit Union,TX,Crystal Long,Alex Rascon
10029595,Resound Credit Union,TN,Donna Young,Laura Williamson
10020551,Lenco Credit Union,MI,Ben Neal,David Chambers
10032014,American Lake Credit Union,WA,Kolin McMann,Kolin Mcmann
10030200,Evolve FCU,TX,Kenneth Walters,Randy Glover
10013409,Del-One FCU,DE,Daniel McCarthy,Dan Mccarthy
10017415,Iowa Heartland CU,IA,Tiara Schriever,Teranie Heinzerling
10031961,Virginia Federal Credit Union,VA,Christopher Shockley,Chris Shockley
10030250,Worth CU,TX,Diane Dorsey,Michael Massey
10024759,First Carolina People's CU,NC,Crystal Grant,Stacey Jones
10010374,Tuscaloosa VA FCU,AL,Phillip Blankenship,Josh Hench
10019636,Mass Bay CU,MA,Theresa Dorilas,Kelli Cullen
10012848,School District 3 FCU,CO,Denise Hunt,Sarah Pennington
10013089,Police Credit Union of Connecticut,CT,Wendy Tariff,Melanie Strileckis
10017325,Allen Hospital Personnel CU,IA,Jeannie Brown,Michele Hackenmiller
10034445,Kraftcor FCU,KY,Mallory Miller,Autumn Nugent
10034521,Pie CU,TX,Jessica Inman,Orelia Clay
10034903,Ohio HealthCare FCU,OH,Christy OConnell,Amber Edstrom
10033990,Alcoa Municipal EFCU,TN,J Mark Stinnett,Denise Jeandron
10004282,National Rural Water FCU,OK,Sam Wade,Anthony Prince
