NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10026293,Stoffe FCU,OH,4453732,1523,3
10023081,Newark Firemen FCU,NJ,8722706,1665,4
10011628,Matson EFCU,CA,21406749,1088,3
10029383,SecurTrust FCU,MS,47217325,3416,11
10026973,Alcoa Pittsburgh FCU,PA,34081327,2116,3
10023998,Lake Shore Federal Credit Union,NY,21958403,3210,5
10023089,United Cities CU,NJ,25767291,2854,3
10022073,MemberSource Credit Union,TX,184391075,13072,55
10018021,Meritrust CU,KS,2149669376,120553,360
10016714,AAA FCU,IN,78809709,4791,26
10020201,COPOCO Community CU,MI,103817546,7500,30
10039706,Opportunities CU,VT,62479736,5374,19
10016850,East Chicago Firemen's CU,IN,609088,132,2
10010763,Christian Community CU,CA,879783670,33226,116
,Totals (14 Credit Unions):,,3623167733,200520,640
