ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1653,386,624,1415,2039,3034275,30659783202,3522311,35207129309,0.8106915154,0.8614443756,0.8708401907
$50M-$100M,552,53,232,373,605,3186513,40199499777,3478201,43870522712,0.9123966942,0.9161382565,0.9163214225
$100M-$200M,504,38,222,320,542,5173695,72076389997,5468646,77220808570,0.9298892989,0.9460650772,0.9333804104
$200M-$500M,501,30,236,295,531,10671390,160727047729,11215430,169832542056,0.9435028249,0.9514918287,0.9463854558
$500M-$1B,280,7,148,139,287,12406241,200542819743,12747283,204998097828,0.9756097561,0.9732459066,0.9782667345
$1B-$2B,205,3,120,88,208,16820003,283943725380,17123804,288278280324,0.9855769231,0.9822585566,0.9849639906
$2B-$5B,163,8,96,75,171,29550955,510971064630,31043932,535376867125,0.9532163743,0.9519076063,0.9544137896
$5B-$10B,61,0,36,25,61,22443602,449907796579,22443602,449907796579,1,1,1
> $10B,20,0,9,11,20,37229404,581718195755,37229404,581718195755,1,1,1
Totals,3939,525,1723,2741,4464,140516078,2330746322792,144272613,2386410240258,0.8823924731,0.9739622447,0.9766746234
