ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1813,355,668,1500,2168,3354779,33183247091,3772072,37074451271,0.8362546125,0.8893730024,0.8950435125
$50M-$100M,589,44,240,393,633,3519335,42641580399,3764922,45806678822,0.9304897314,0.9347696978,0.9309031236
$100M-$200M,518,30,235,313,548,5489882,74010146620,5711527,77875030364,0.9452554745,0.9611933901,0.9503706936
$200M-$500M,512,30,246,296,542,11386385,165433064092,11894367,174565114739,0.9446494465,0.9572922208,0.9476868522
$500M-$1B,271,8,142,137,279,12303219,196439057546,12772073,202055507609,0.9713261649,0.963290689,0.97220343
$1B-$2B,198,4,120,82,202,16580523,274676103789,16912577,280847547042,0.9801980198,0.9803664456,0.9780256466
$2B-$5B,164,3,95,72,167,28806062,502260084964,29430959,512726609199,0.9820359281,0.9787673585,0.9795865398
$5B-$10B,59,0,37,22,59,21334200,419456648704,21334200,419456648704,1,1,1
> $10B,21,0,10,11,21,35911961,576770075194,35911961,576770075194,1,1,1
Totals,4145,474,1793,2826,4619,138686346,2284870008399,141504658,2327177662944,0.8973803854,0.9800832563,0.9818201871
