ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,73,2080,663,1490,2153,186048,1907765514,3753399,36882579849,0.03390617743,0.04956787168,0.05172538152
$50M-$100M,91,541,240,392,632,569044,6990400227,3761604,45775447606,0.1439873418,0.1512769553,0.1527106908
$100M-$200M,108,440,235,313,548,1162987,15921996488,5715146,77847880756,0.197080292,0.2034920893,0.2045270383
$200M-$500M,140,399,244,295,539,3158662,45342141097,11828966,173707174183,0.2597402597,0.2670277351,0.2610263008
$500M-$1B,86,193,142,137,279,4226073,63348529888,12772073,202055507609,0.3082437276,0.3308838745,0.3135204313
$1B-$2B,74,128,120,82,202,6576385,103925997404,16912577,280847547042,0.3663366337,0.3888458276,0.3700441699
$2B-$5B,90,77,95,72,167,16449207,274849288137,29430959,512726609199,0.5389221557,0.5589082911,0.5360542699
$5B-$10B,40,19,37,22,59,15208157,292170862146,21334200,419456648704,0.6779661017,0.7128533997,0.696546027
> $10B,15,6,10,11,21,31170100,483598378492,35911961,576770075194,0.7142857143,0.8679587283,0.8384595514
Totals,717,3883,1786,2814,4600,78706663,1288055359393,141420885,2326069470142,0.1558695652,0.5565420058,0.5537475883
