State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alabama,10,79,49,40,89,1121720,15197224265,2586902,38572671478,0.1123595506,0.4336151891,0.3939894149
Alaska,1,8,1,8,9,790226,13051425262,1019962,16572184490,0.1111111111,0.7747602362,0.7875500825
Arizona,9,24,15,18,33,752050,12473297957,1981429,32702328227,0.2727272727,0.3795493051,0.3814192638
Arkansas,4,45,0,49,49,203143,3410794537,376466,5038493231,0.08163265306,0.5396051702,0.6769473294
California,43,200,105,138,243,4590980,102995613160,14178573,297109419966,0.1769547325,0.3237970422,0.3466588611
Colorado,13,53,35,31,66,1340969,25976883201,2373499,43058917798,0.196969697,0.5649755909,0.6032869503
Connecticut,15,52,26,41,67,465259,7179908596,907372,14982263332,0.223880597,0.512754416,0.4792272327
Delaware,3,13,0,16,16,114015,1198135822,270586,3117006224,0.1875,0.4213632634,0.3843867275
District Of Columbia,12,18,0,30,30,233556,9988375913,294625,10643706180,0.4,0.7927229529,0.9384302558
Florida,31,80,62,49,111,4179345,64595651953,7660131,117946962827,0.2792792793,0.5455970662,0.5476669378
Georgia,5,69,34,40,74,392099,6894613839,2269369,36574150244,0.06756756757,0.172778865,0.1885105681
Hawaii,5,40,0,45,45,218068,4385651023,877572,16573239584,0.1111111111,0.2484901524,0.2646224355
Idaho,4,22,16,10,26,116431,1714511516,1369237,23635844454,0.1538461538,0.08503348945,0.07253861902
Illinois,14,182,152,44,196,2293079,46215857524,4098015,73246230768,0.07142857143,0.5595584692,0.6309656762
Indiana,16,108,31,93,124,1220319,22490052010,2805412,47400096230,0.1290322581,0.4349874457,0.4744727078
Iowa,3,64,65,2,67,60021,890303831,1653517,34562385774,0.0447761194,0.03629899179,0.02575932798
Kansas,2,58,44,16,60,6193,138674363,670370,8837796160,0.03333333333,0.0092381819,0.01569105697
Kentucky,6,48,17,37,54,515717,9592265767,980250,15630028956,0.1111111111,0.5261076256,0.6137074854
Louisiana,14,125,24,115,139,569461,7589631066,1285691,16678589768,0.1007194245,0.4429221329,0.4550523259
Maine,1,47,12,36,48,18586,272494766,762239,12860212336,0.02083333333,0.02438342829,0.02118897876
Maryland,20,41,7,54,61,1239465,23329179347,2137938,38251202170,0.3278688525,0.5797478692,0.609894017
Massachusetts,17,110,48,79,127,1911730,26331418486,3471022,55668663396,0.1338582677,0.5507686209,0.4730025274
Michigan,15,157,111,61,172,1983995,42395548333,6021893,110755625222,0.08720930233,0.3294636753,0.3827846057
Minnesota,11,71,59,23,82,721252,16917440178,2179330,42322714089,0.1341463415,0.3309512557,0.3997248414
Mississippi,3,52,0,55,55,364673,4588853771,758441,8624622920,0.05454545455,0.4808192068,0.5320642785
Missouri,6,85,77,14,91,485537,5629148863,1868758,25139984091,0.06593406593,0.2598180182,0.2239121888
Montana,3,38,9,32,41,142980,3284543768,441755,7755120556,0.07317073171,0.3236635692,0.4235322642
Nebraska,4,46,10,40,50,195914,2164020813,569565,6787870147,0.08,0.3439712763,0.3188070435
Nevada,3,10,8,5,13,88892,1778553871,410382,8578057720,0.2307692308,0.2166079409,0.2073375966
New Hampshire,2,10,7,5,12,387449,6501937062,831991,13204596381,0.1666666667,0.4656889317,0.4923995308
New Jersey,18,111,5,124,129,195810,4233367460,939902,15071311811,0.1395348837,0.2083302302,0.2808891166
New Mexico,8,29,18,19,37,854542,14908838009,1147415,19857101860,0.2162162162,0.7447540776,0.7508063419
New York,64,209,11,262,273,5700025,108046118785,7023381,128609404207,0.2344322344,0.8115784976,0.8401105615
North Carolina,12,45,28,29,57,3768589,68844752010,5215789,87312753641,0.2105263158,0.7225347881,0.7884844898
North Dakota,1,28,16,13,29,8406,191443174,214636,5752202959,0.03448275862,0.03916397995,0.03328171404
Ohio,31,166,89,108,197,929270,13298562069,3266043,48440137546,0.1573604061,0.2845247292,0.2745360097
Oklahoma,6,47,9,44,53,251466,4128031923,1458131,21206503785,0.1132075472,0.1724577559,0.1946587691
Oregon,11,37,20,28,48,1027540,16928603297,2320303,38249043207,0.2291666667,0.442847335,0.442588935
Pennsylvania,34,249,34,249,283,2918148,49812159228,4936664,79971220238,0.1201413428,0.5911174024,0.6228760682
Rhode Island,0,14,8,6,14,0,0,499438,10689407376,0,0,0
South Carolina,13,33,8,38,46,1275387,18610454924,1694798,23476934772,0.2826086957,0.7525303901,0.7927122985
South Dakota,5,28,0,33,33,50572,746094285,348334,5840653823,0.1515151515,0.1451824973,0.1277415693
Tennessee,12,116,70,58,128,856178,17836380848,2672164,45270035417,0.09375,0.3204062326,0.3939997105
Texas,51,337,160,228,388,5739871,93320601379,10588684,161303450916,0.131443299,0.5420759558,0.5785406378
Utah,4,50,22,32,54,1763016,27347992642,4078574,64094040910,0.07407407407,0.4322628448,0.4266854181
Vermont,3,11,9,5,14,233813,4137533009,433831,6895274063,0.2142857143,0.5389494988,0.6000534527
Virginia,41,55,19,77,96,19851129,258629790368,20812662,273674476668,0.4270833333,0.9538005758,0.9450270757
Washington,7,68,47,28,75,1901996,34892690697,4954818,90738266823,0.09333333333,0.3838679847,0.3845421774
West Virginia,3,71,3,71,74,36336,500129332,377594,5090091520,0.04054054054,0.09623034264,0.09825546948
Wisconsin,3,97,98,2,100,768303,8588147154,3891711,71172461489,0.03,0.1974203634,0.1206667154
Wyoming,2,16,0,18,18,145977,2212433698,388799,5873024873,0.1111111111,0.3754562126,0.3767111064
Totals,624,3772,1698,2698,4396,74999498,1236386135154,144375963,2391418782623,0.1419472247,0.5194735775,0.5170094607
