State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alabama,12,79,51,40,91,1383062,15164277746,2715350,35525605184,0.1318681319,0.5093494393,0.4268548746
Alaska,2,7,1,8,9,773831,12103616911,973250,15401528809,0.2222222222,0.7950999229,0.785871134
Arizona,14,21,16,19,35,1264219,20761106351,1946324,30492185217,0.4,0.6495419057,0.6808664647
Arkansas,6,46,0,52,52,189867,3046724753,364366,4576837644,0.1153846154,0.5210886856,0.6656833801
California,65,191,113,143,256,5488401,125351260613,13694588,293780266703,0.25390625,0.4007715311,0.4266837321
Colorado,13,54,35,32,67,1296970,25483723905,2315202,42201854771,0.1940298507,0.5601973392,0.6038531729
Connecticut,22,53,25,50,75,581526,8359560644,955493,14935878709,0.2933333333,0.6086135639,0.5596966075
Delaware,4,13,0,17,17,149650,1841789867,264587,3119388668,0.2352941176,0.565598461,0.5904329543
District Of Columbia,15,18,0,33,33,269330,10021794052,303587,10600438709,0.4545454545,0.8871591998,0.9454131406
Florida,44,72,67,49,116,5627328,85720931034,7311406,112005937033,0.3793103448,0.7696642752,0.7653248864
Georgia,10,69,38,41,79,924269,14762095719,2257163,35214395261,0.1265822785,0.4094826116,0.4192062822
Hawaii,17,30,0,47,47,697306,12651024852,869628,15239670466,0.3617021277,0.8018440069,0.830137691
Idaho,7,19,16,10,26,153665,2623942336,1246805,21167638661,0.2692307692,0.1232470194,0.1239600873
Illinois,17,189,159,47,206,2289111,44397984189,3950837,68285532670,0.08252427184,0.5793989982,0.650181414
Indiana,18,111,34,95,129,1471736,24555054394,2804410,43690956050,0.1395348837,0.5247934503,0.5620168706
Iowa,4,65,67,2,69,112512,1688254974,1673032,33386024019,0.05797101449,0.06725035743,0.05056771579
Kansas,3,61,45,19,64,14080,266299860,785223,10207582846,0.046875,0.0179312119,0.02608843484
Kentucky,7,48,18,37,55,558053,9027824942,974886,14216298741,0.1272727273,0.5724289814,0.6350334293
Louisiana,20,130,26,124,150,771864,9963101524,1344672,16503084550,0.1333333333,0.5740165631,0.6037114755
Maine,1,46,12,35,47,18262,241518284,731678,11687844792,0.02127659574,0.02495906669,0.0206640564
Maryland,25,40,7,58,65,1384076,25072437343,2091664,36386745836,0.3846153846,0.661710485,0.6890541258
Massachusetts,26,106,50,82,132,2132693,30283627720,3396587,54422848341,0.196969697,0.6278929408,0.5564506203
Michigan,22,165,121,66,187,2338736,46043704801,5975525,102695781089,0.1176470588,0.3913858615,0.4483505
Minnesota,15,69,59,25,84,1084180,23491675827,2062590,38902755984,0.1785714286,0.5256400933,0.6038563396
Mississippi,7,54,1,60,61,471835,5708574464,732643,7977729308,0.1147540984,0.6440176184,0.7155638207
Missouri,8,91,88,11,99,495941,5354283354,1810187,23041624298,0.08080808081,0.2739722471,0.2323743884
Montana,3,40,9,34,43,137409,3328766296,429377,7548242286,0.06976744186,0.3200194701,0.440998867
Nebraska,6,47,10,43,53,311181,3599084429,567269,6514805705,0.1132075472,0.5485598543,0.5524469327
Nevada,3,11,8,6,14,89029,1581979013,399461,7740936621,0.2142857143,0.2228728211,0.204365323
New Hampshire,2,11,8,5,13,368804,5817198492,794580,12203474504,0.1538461538,0.4641496136,0.4766837912
New Jersey,26,112,7,131,138,496877,9637290792,959728,15402679994,0.1884057971,0.5177268976,0.6256892174
New Mexico,9,31,18,22,40,843467,14190119720,1081684,17930284441,0.225,0.7797720961,0.7914051652
New York,79,205,12,272,284,5698083,107145174100,6723070,121565818179,0.2781690141,0.8475418224,0.8813758317
North Carolina,19,43,29,33,62,4368589,75477664328,5043584,84347227902,0.3064516129,0.8661675903,0.8948446346
North Dakota,1,28,16,13,29,8121,174508590,214767,5362508510,0.03448275862,0.03781307184,0.03254234276
Ohio,32,177,95,114,209,922538,13568823583,3250202,46137764309,0.1531100478,0.2838402044,0.2940936516
Oklahoma,12,42,10,44,54,847566,11934275817,1439486,20809245193,0.2222222222,0.5887976681,0.5735083472
Oregon,14,38,19,33,52,1316030,20990312137,2221933,35836970857,0.2692307692,0.5922905866,0.5857166952
Pennsylvania,45,259,38,266,304,3456420,54453688872,4904260,73910853113,0.1480263158,0.7047791104,0.7367482119
Rhode Island,0,15,8,7,15,0,0,484581,10219503610,0,0,0
South Carolina,16,31,8,39,47,1405734,19275805957,1702182,22590288418,0.3404255319,0.82584236,0.8532784354
South Dakota,6,26,0,32,32,64488,944502514,322258,5469167091,0.1875,0.200112953,0.17269586
Tennessee,19,112,74,57,131,1270694,22130889674,2566380,40624320111,0.1450381679,0.4951308847,0.5447694783
Texas,69,330,165,234,399,6962599,109602542436,10472997,156131143529,0.1729323308,0.6648143793,0.7019902625
Utah,8,48,24,32,56,3198698,46680291541,3743437,55394339416,0.1428571429,0.85448159,0.8426906437
Vermont,6,10,11,5,16,319935,5225086371,426314,6623471042,0.375,0.7504679649,0.7888743437
Virginia,44,53,21,76,97,18552175,243497319622,19354197,255320610113,0.4536082474,0.9585608228,0.9536923773
Washington,11,65,48,28,76,2040517,40018897300,4803097,89300724602,0.1447368421,0.4248336022,0.4481363111
West Virginia,5,72,3,74,77,56923,690162641,378924,4895061983,0.06493506494,0.150222736,0.1409916041
Wisconsin,6,104,107,3,110,1442333,21594212711,3852002,67720365682,0.05454545455,0.3744372407,0.3188732443
Wyoming,2,17,0,19,19,124507,1940935845,358700,5359970691,0.1052631579,0.3471062169,0.3621168765
Totals,847,3774,1797,2824,4621,86245220,1397485723240,140046153,2270626212261,0.1832936594,0.6158342672,0.6154626929
