ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1641,322,601,1362,1963,3002080,30399585483,3411104,34253829276,0.8359653591,0.8800904341,0.8874799147
$50M-$100M,544,40,223,361,584,3122445,39596706448,3328078,42478406523,0.9315068493,0.9382126861,0.9321608245
$100M-$200M,504,28,214,318,532,5191586,71832284146,5402283,75773587025,0.9473684211,0.960998526,0.9479857951
$200M-$500M,506,24,232,298,530,10770132,162472354408,11212221,169951421513,0.9547169811,0.9605707915,0.9559929123
$500M-$1B,272,5,146,131,277,12112654,195203775474,12392917,198617304080,0.9819494585,0.9773852274,0.9828135387
$1B-$2B,205,3,118,90,208,16626594,281803535996,16929851,286116604632,0.9855769231,0.9820874383,0.9849254864
$2B-$5B,162,8,96,74,170,29176022,505798574463,30706126,530597104959,0.9529411765,0.9501694222,0.9532629744
$5B-$10B,63,0,37,26,63,23248252,455276170181,23248252,455276170181,1,1,1
> $10B,20,0,9,11,20,37558698,586166225879,37558698,586166225879,1,1,1
Totals,3917,430,1676,2671,4347,140808463,2328549212478,144189530,2379230654068,0.9010812054,0.9765512309,0.9786983908
