ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1787,381,668,1500,2168,3298464,32563420049,3772072,37074451271,0.8242619926,0.8744435419,0.8783250711
$50M-$100M,561,72,240,393,633,3373933,40580899505,3764922,45806678822,0.8862559242,0.8961495085,0.8859166512
$100M-$200M,492,56,235,313,548,5199104,69978081832,5711527,77875030364,0.897810219,0.9102826617,0.8985946009
$200M-$500M,467,75,246,296,542,10430597,150899490836,11894367,174565114739,0.8616236162,0.8769358638,0.8644309664
$500M-$1B,256,23,142,137,279,11731012,185754313089,12772073,202055507609,0.917562724,0.9184892695,0.9193231864
$1B-$2B,182,20,120,82,202,15123229,253350044296,16912577,280847547042,0.900990099,0.8942001565,0.9020909991
$2B-$5B,129,38,95,72,167,22892601,395017133391,29430959,512726609199,0.7724550898,0.7778408104,0.7704244841
$5B-$10B,47,12,37,22,59,16858044,332031229226,21334200,419456648704,0.7966101695,0.7901887111,0.7915746007
> $10B,15,6,10,11,21,28791853,467803283226,35911961,576770075194,0.7142857143,0.8017343581,0.8110741235
Totals,3936,683,1793,2826,4619,117698837,1927977895450,141504658,2327177662944,0.8521324962,0.8317665204,0.8284618429
