NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10026015,Maumee Valley CU,OH,19962123,2619,6
10032279,Community 1st CU,WA,192449345,11243,46
10014949,Archer Heights CU,IL,20045905,1992,7
10028233,Ukrainian Selfreliance FCU,PA,541772489,16670,66
10023043,Middlesex County NJ EFCU,NJ,7833679,1320,4
10014519,1st Choice CU,GA,31235468,7637,7
10033256,Stoughton US Rubber ECU,WI,374549,110,5
10038713,Piedmont CU,NC,5527132,934,4
10031249,Las Colinas FCU,TX,100851747,10085,27
10019058,Greenbelt FCU,MD,37353404,2518,7
,Totals (10 Credit Unions):,,957405841,55128,179
