NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees,SURVIVOR_ID,STATUS_CHG_DATE
10030429,IBEW Local 681 CU,TX,654131,328,1,10030922,2025-11-01
10019592,Lexington MA FCU,MA,9308289,1139,3,10019974,2025-12-01
10013088,Cencap FCU,CT,33373296,7955,17,10001183,2025-11-01
10015337,District 123 FCU,IL,2032878,268,1,10015617,2025-12-01
,Totals (4 Credit Unions):,,45368594,9690,22,,
