ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1648,391,624,1415,2039,3021261,30531719787,3522311,35207129309,0.808239333,0.8577496422,0.8672027622
$50M-$100M,552,53,232,373,605,3186513,40199499777,3478201,43870522712,0.9123966942,0.9161382565,0.9163214225
$100M-$200M,502,40,222,320,542,5157904,71810408028,5468646,77220808570,0.926199262,0.9431775251,0.9299359766
$200M-$500M,498,33,236,295,531,10600298,159577415458,11215430,169832542056,0.9378531073,0.9451530615,0.9396162451
$500M-$1B,279,8,148,139,287,12362984,200013909459,12747283,204998097828,0.9721254355,0.9698524776,0.9756866604
$1B-$2B,205,3,120,88,208,16820003,283943725380,17123804,288278280324,0.9855769231,0.9822585566,0.9849639906
$2B-$5B,160,11,96,75,171,29028014,501188959156,31043932,535376867125,0.9356725146,0.9350624141,0.9361423512
$5B-$10B,60,1,36,25,61,22244793,444727399998,22443602,449907796579,0.9836065574,0.9911418408,0.9884856483
> $10B,19,1,9,11,20,34392967,551142944532,37229404,581718195755,0.95,0.9238119149,0.9474397544
Totals,3923,541,1723,2741,4464,136814737,2283135981575,144272613,2386410240258,0.8788082437,0.9483070567,0.9567240129
