State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alabama,10,80,50,40,90,1283528,14555702810,2731807,37096307861,0.1111111111,0.4698457834,0.3923760517
Alaska,1,8,1,8,9,768993,11481948321,993985,14958326534,0.1111111111,0.7736464836,0.7675957798
Arizona,9,24,15,18,33,736140,12100101136,1936021,31006768082,0.2727272727,0.3802334789,0.3902406437
Arkansas,4,45,0,49,49,196936,3322872901,371066,4893371157,0.08163265306,0.5307303822,0.6790559707
California,43,202,107,138,245,4504799,99740917430,14001482,291192741286,0.1755102041,0.321737299,0.3425254249
Colorado,13,53,35,31,66,1340861,25532841632,2364490,42169736485,0.196969697,0.5670825421,0.6054778559
Connecticut,16,54,25,45,70,502351,7330009213,949960,14991451745,0.2285714286,0.5288127921,0.4889459232
Delaware,3,14,0,17,17,110205,1181237600,267526,3060215720,0.1764705882,0.4119412693,0.3859981479
District Of Columbia,12,19,0,31,31,233770,9809109177,295539,10453681103,0.3870967742,0.7909954355,0.9383401962
Florida,31,82,64,49,113,4116659,62801040646,7596396,114749246349,0.2743362832,0.5419226433,0.5472893517
Georgia,5,71,35,41,76,389532,6749828833,2257677,35640597857,0.06578947368,0.1725366383,0.1893859598
Hawaii,5,40,0,45,45,212418,4155397182,869664,15995105593,0.1111111111,0.2442529529,0.2597917943
Idaho,4,22,16,10,26,117462,1692874483,1307291,22265913691,0.1538461538,0.08985145618,0.07602986819
Illinois,14,185,153,46,199,2255555,44649142254,4070156,71157198349,0.07035175879,0.5541691768,0.6274718973
Indiana,16,112,33,95,128,1217948,21309540456,2806460,45368206296,0.125,0.4339801743,0.469702071
Iowa,3,65,66,2,68,61105,869769533,1701439,33729934894,0.04411764706,0.03591371774,0.02578627963
Kansas,2,59,44,17,61,6144,140634342,784491,10653481785,0.03278688525,0.007831829811,0.01320078683
Kentucky,6,49,18,37,55,499832,9100105242,967300,15006147037,0.1090909091,0.5167290396,0.6064251683
Louisiana,14,129,26,117,143,571195,7338119379,1292351,16244755214,0.0979020979,0.4419813193,0.4517223733
Maine,1,47,12,36,48,18362,256194531,754499,12398712275,0.02083333333,0.02433667904,0.0206629951
Maryland,20,43,7,56,63,1216438,22715620741,2107471,37241087427,0.3174603175,0.5772027231,0.6099612635
Massachusetts,17,111,48,80,128,1885540,25890913798,3414380,55085062508,0.1328125,0.5522349592,0.4700169632
Michigan,15,160,111,64,175,1978579,41370865298,5957512,106450433145,0.08571428571,0.3321149836,0.3886397084
Minnesota,12,72,59,25,84,731686,16963152108,2176323,41643289195,0.1428571429,0.3362028522,0.4073441948
Mississippi,3,54,1,56,57,355952,4445151621,742659,8332724371,0.05263157895,0.4792939963,0.5334571772
Missouri,6,85,80,11,91,478811,5257778295,1782410,23128237581,0.06593406593,0.2686312352,0.2273315585
Montana,3,39,9,33,42,141161,3255131350,436550,7639740842,0.07142857143,0.3233558584,0.4260787659
Nebraska,4,47,10,41,51,190262,2079923070,562824,6624473129,0.07843137255,0.3380488394,0.3139756218
Nevada,3,10,8,5,13,87879,1656752050,404326,8257764634,0.2307692308,0.2173468933,0.2006296042
New Hampshire,2,11,7,6,13,377618,6148659437,817807,12659367936,0.1538461538,0.4617446415,0.48570035
New Jersey,20,114,6,128,134,197271,4214109854,938365,14974303455,0.1492537313,0.2102284292,0.2814227631
New Mexico,8,31,18,21,39,823998,14310500137,1115903,19136323524,0.2051282051,0.7384136435,0.7478186768
New York,65,211,12,264,276,5594839,104793672615,6907457,124816220867,0.2355072464,0.8099708764,0.8395837647
North Carolina,12,46,29,29,58,3668347,65188499526,5136478,83760718508,0.2068965517,0.7141755499,0.7782705388
North Dakota,1,28,16,13,29,8389,188390222,214370,5571787732,0.03448275862,0.03913327425,0.03381144994
Ohio,31,173,93,111,204,917437,13024828811,3275797,47520722348,0.1519607843,0.2800652788,0.274087349
Oklahoma,6,47,9,44,53,247529,4075152186,1445243,20770026291,0.1132075472,0.171271544,0.196203516
Oregon,11,38,20,29,49,1001190,16839016221,2272112,37575958681,0.2244897959,0.4406428908,0.4481327107
Pennsylvania,34,255,35,254,289,2913227,47925068246,4958909,77867188326,0.1176470588,0.5874733737,0.6154719244
Rhode Island,0,15,8,7,15,0,0,493216,10478854410,0,0,0
South Carolina,13,34,8,39,47,1284323,18224701202,1706472,23063223521,0.2765957447,0.7526188534,0.7902061559
South Dakota,5,28,0,33,33,50349,726928739,343389,5793214527,0.1515151515,0.1466237998,0.1254793406
Tennessee,12,116,70,58,128,839467,17087876025,2623984,43544854287,0.09375,0.319920777,0.3924200989
Texas,51,339,161,229,390,5741490,91265492515,10591437,158008809347,0.1307692308,0.542087915,0.5775974953
Utah,4,50,22,32,54,1704729,25568390925,3975786,60494944814,0.07407407407,0.4287778568,0.4226533474
Vermont,3,13,11,5,16,230975,4068306328,435787,6853238232,0.1875,0.5300181052,0.5936327018
Virginia,41,56,20,77,97,19355472,247133912893,20316335,261899465828,0.4226804124,0.9527049047,0.9436212942
Washington,7,69,48,28,76,1872966,35353683813,4882986,89379006477,0.09210526316,0.3835698075,0.3955479615
