NIMBLE_CUNA_ID,Old Name,State,New Name
10013216,CorePlus FCU,CT,Waypoint FCU
10016804,Energy Plus CU,IN,Origins CU
10031765,CommonWealth One FCU,VA,CommonWealth One FCU | Merged
10023934,Hudson Valley CU,NY,Hudson Valley FCU
10031654,Arlington Community FCU,VA,CommonWealth One FCU
