NIMBLE_CUNA_ID,Old Name,State,New Name
10018168,Metro ECU,KY,Metro Plus Credit Union
10010066,APCO ECU,AL,Southern Energy CU
10013158,Seasons FCU,CT,Ellafi FCU
10024456,Suma Yonkers FCU,NY,Suma FCU
10014098,Pen Air Credit Union,FL,PenAir Credit Union
10035798,Greenwood Municipal FCU,SC,TRU FCU
