NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10027746,NE PA Community FCU,PA,167458808,12581,30
10012551,Prospectors FCU,CA,97302944,5202,14
10010861,Bourns EFCU,CA,61150204,5025,12
10031827,Metropolitan Church FCU,VA,12658689,1896,7
10039591,Mosaic FCU,VA,10086867,3315,7
10031906,First NRV FCU,VA,39674380,2922,11
10031715,Summit Hampton Roads FCU,VA,9020497,1179,4
10036580,CRCH EFCU,VA,6191399,1287,3
10035175,Planters FCU,VA,2617840,424,2
10031778,High Street Baptist Church FCU,VA,2377574,277,1
10036607,Suncomp EFCU,VA,3529172,260,2
10036925,Star City FCU,VA,1744648,495,1
,Totals (12 Credit Unions):,,413813022,34863,94
