NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10030277,Coastal Community FCU,TX,Carol Gaylord,Ronesha Holmes
10027619,Lanco FCU,PA,Jeremy Jenkins,James Gagliano
10029862,City FCU,TX,Desiree Ramirez,Eric Nystrom
10030472,Kerr County FCU,TX,Sandra Lumbley,Angela Hill
10031225,Wichita Falls Teachers FCU,TX,Angela Clark,Tiffany Brown
10023932,Mid-Hudson Valley FCU,NY,Wayne Winkler,Razi Qadri
10013213,Norwalk Postal EFCU,CT,Susan Bennett,James Higgins
10035527,First Baptist Church Stratford FCU,CT,Cornell Wright,Norma Tate-Perry
10039269,Paramount Baptist Church FCU,DC,Brenda Lipscomb,Lillian Drumgold
10029431,BASF Chattanooga FCU,TN,Susan Tate,Brian Trotter
10022890,Metrex FCU,NJ,Annmarie Duda,Christine Dilts
10023768,Empirt 207 FCU,NY,Stephen Mangano,Alfredo Polanco
10027430,Greater Latrobe Schools FCU,PA,Eric Burkley,Michele Butler
10026320,Teamsters Local 92 FCU,OH,Melissa Holman,John Demmler
10029966,BPS FCU,TX,Shirley Hensley,Cynthia Flores
10037132,Great Horizons FCU,IN,Nancy Brandner,Laura Franckevicius
10022562,Sugar Valley FCU,NE,Megan Ogburn,Megan Schwartz
10028256,URE FCU,PA,Paul Weir,Kevin Varrato
10035486,Ukrainian Selfreliance West PA FCU,PA,Yaroslaw Hodowanec,Nataliya Milligan
10010707,U-Haul FCU,AZ,Cecilia Manuel,Cynthia Herman
10030265,Frio County FCU,TX,Aine Morales,Belinda Gonzales
10027125,PACE Resources FCU,PA,Andrea Hackenberger,Michelle James
10018747,Valex FCU,LA,Christopher Chelette,Lindsey Bertrand
10031130,McMurrey FCU,TX,Janette Tkach,Kathy Sullivan
10029105,1st Cooperative FCU,SC,Ashley Beach Reid,Travis Ward
10027136,Butler County Teachers FCU,PA,Michelle Furka,Gwen Atwood
10029246,Avanti FCU,SD,Judy Wolff,Austin Petrik
10026459,Valley One Community FCU,OH,David Sabol,Tom McNeil
10013816,Florida A and M University FCU,FL,Chiquita McKnight,Sheilah Montgomery
10018753,Washington Educational Assn FCU,LA,Cynthia August,Charlet Lewis
10031761,Glamorgan EFCU,VA,Alfreda Cundiff,Vivian Pankey
10027052,AT & T Employees Pittsburgh PA FCU,PA,Lester Warby,Linda Coll
10028035,Family 1st FCU,PA,Erin Ross,Bill Wehr
10026558,Correctional Workers FCU,OK,Robin Robinson,Alisha Taylor
10039108,Georgetown Univ Alumni and Stdnt FCU,DC,Grazzia Bhatia,Violet Wood
10029108,Spero Financial FCU,SC,Brian McKay,Brian Mckay
10026879,Forrit Credit Union,OR,Justin Olson,Wendy Russell
10023085,Newark Post Office ECU,NJ,Hazel Williams,Denise Boyd
10031068,Tex Mex CU,TX,David Vega,Cesar Cabello
10031131,Tyler City ECU,TX,Linda Lopez,Minnie Cravens
10029453,Happy Valley CU,TN,Tonya Jeffers,CARRIE HARRISON
10017698,UNITE CU,IA,Melissa Beall,Miguel Reyes
10029622,Skyline Credit Union,TN,Virginia Brooks,Shannon Aldridge
10016208,St Mark CU,IL,Margaret LaPorte,Michele Carr
10018493,Immaculate Heart of Mary CU,LA,Tammi Brown,Carol Gaines
10025447,DAY AIR CU Inc,OH,William Burke,John Theobald
10024149,Heritage Financial Credit Union,NY,Michael Ciriello,Tom Cornelius
10030412,Community Resource CU,TX,Brenda Weinberger,Chad Heese
10034513,MERHO FCU,PA,Karen Walker,Tammie Griffith
10034458,Mohawk Valley FCU,NY,Jaime McCloskey,Jaime Mccloskey
10022358,Sky FCU,MT,Annamarie DeYoung,Daisy Romo
10032467,Eagle Can EFCU,WV,James Cavalier,Beth Klein
10017935,Quindaro Homes FCU,KS,Dee Hartner,Annie Bothwell
10039590,First Frontier FCU,NY,Susan Maloney,Daniel Maloney
10034036,Teamster Local Union #270 FCU,LA,Muriel Harris,Muriel Pryor
10019881,Stoughton Town EFCU,MA,James Boushell,Charles Conant
10030502,Lefors FCU,TX,Codi Reed,Ashley Taylor
10018272,Tayco EFCU,KY,Laiken Stephenson,Savannah Bienvenu
10032484,Harrison County FCU,WV,Kelly Amodio,Brean Cantrell
10016979,Power One Federal Credit Union,IN,Tameka Garmon,Kevin Turnbow
10039390,North Carolina Press Assn FCU,NC,Daniel Morris,Stacie Walker
10039292,Natrium Employees FCU,WV,Erin Boggs,Erin Glover
10021637,Mississippi National Guard FCU,MS,Vickie Bourne,Haley DiMartino
10020470,International UAW FCU,MI,Fabian Ellis,Deirdre Taylor
10031968,Vantage Point FCU,VA,Penny Williams,Elizabeth Speight
10032497,IBEW 317 FCU,WV,Ryan Adkins,Codi Burchett
10038809,Genesee Co-Op FCU,NY,Melissa Marquez,Daniel Apfel
10027835,PAAC Transit Division FCU,PA,Tracy Slater,Alexander Kasmarik
10030753,Port Arthur Teachers FCU,TX,Cindy Drummond,Dwayne Jones
10018489,Iberville FCU,LA,Aleisha Hall,Trinette Jasmin
10010457,Arkansas Farm Bureau FCU,AR,Rita Styles,Tammy Curry
10019237,Arlington Municipal FCU,MA,Robert Mahoney,Richard O'Keefe
10018203,Modern EFCU,KY,Matt Whalen,Kim Greer
10060117,Capital FCU,TX,Michael Hensley,Steven Adee
10014915,Alton Municipal EFCU,IL,Bradley Sweetman,Christopher Bradley
10016213,St Martin De Porres Parish FCU,IL,Francis Scanlan,Carol Johnson
10022379,NMH FCU,MT,Eileen Whalen,Lorna Kirkpatrick
10032496,IBEW 141 FCU,WV,Kirt Levelle,Aaron Pollock
10039516,Mt Airy Baptist Church FCU,DC,Gilbert Dickinson,Gregory Miller
10020390,GR Consumers CU,MI,Timothy Kindred,Amber Velthouse
10021427,Northwoods CU,MN,Douglas Wolf,Terry Burn
10030645,Navarro CU,TX,Elaine Jernigan,Shirley Colbert
10010272,Chem Family CU,AL,Carol Mcdaniel,Ashley Patrick
10030367,Highway District 2 CU,TX,Dania Pearson,Dania Koleilat
10026895,Radio Cab CU,OR,Paul Gibson,Matthew Aldrete
10017784,C & R CU,KS,Cyndy Thatcher,Stefanie Gisselbeck
10015977,Ottawa Hiway CU,IL,Debra Rosencrans,Jennifer Spillett
10022158,St Louis Policemens CU,MO,John Carnaghi,Jo Ann Meyers
10014887,Western Illinois School ECU,IL,Tasha Billings,Thomas Reynolds
10020048,United Churches CU,MI,Kathleen Willemse,Nicholas Alexander
10020302,Electrical Workers Local 58 CU,MI,Jeanne Nye,Jessica Fox
10018394,Old Spanish Trail CU,LA,Betty Hudson,Kim Goodman
10021432,FIRST PACE CU,MN,Jennifer Tiedman,Chris Lamminen
10032633,Alloy Employees Credit Union,WI,Kevin Mater,Jennifer Penning
10015228,Clifford Jacobs ECU,IL,Christina Chapman,Kathy Lewis
10036589,Greeneville Wrks Emp Svngs Assn CU,TN,Doris McAmis,Kristy Mays
10019007,Bulldog FCU,MD,David Barrett,Stacy Wright
10032750,Park City Credit Union,WI,Volala Mindak,Val Mindak
