NIMBLE_CUNA_ID,Old Name,State,New Name
10011811,Operating Engineers Local Union 3 FCU,CA,OE Federal Credit Union
10031961,Virginia CU Inc,VA,Virginia Federal Credit Union
10035591,Franklin-Oil Region CU,PA,New Directions Community Credit Union
