State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alabama,10,81,51,40,91,1283867,14274990142,2749300,36635534825,0.1098901099,0.4669795948,0.3896487443
Alaska,1,8,1,8,9,760746,11373317421,984399,14792094339,0.1111111111,0.7728024917,0.7688781021
Arizona,9,25,16,18,34,726045,12061346737,1976585,31046063664,0.2647058824,0.3673229332,0.3884984218
Arkansas,4,47,0,51,51,194035,3110837017,370222,4700986249,0.07843137255,0.5241044562,0.6617413564
California,44,209,112,141,253,4419348,98830466238,13895855,293893559233,0.1739130435,0.3180335431,0.3362797963
Colorado,13,54,35,32,67,1323208,25476667253,2347077,42052142868,0.1940298507,0.5637684661,0.6058351731
Connecticut,16,56,25,47,72,503111,7435027961,950884,15070728546,0.2222222222,0.5290981865,0.4933423051
Delaware,3,14,0,17,17,107708,1173902278,265571,3168391326,0.1764705882,0.4055713915,0.3705041951
District Of Columbia,12,20,0,32,32,231910,9598567347,293796,10268627361,0.375,0.7893572411,0.934746876
Florida,31,82,65,48,113,4058682,63978968847,7471379,116195376286,0.2743362832,0.5432306406,0.5506154452
Georgia,5,73,37,41,78,395529,6929907521,2262408,35510466392,0.0641025641,0.1748265565,0.1951511266
Hawaii,6,40,0,46,46,211445,3862358149,871312,15384251214,0.1304347826,0.2426742659,0.2510592225
Idaho,4,22,16,10,26,118474,1722064885,1279941,21656995160,0.1538461538,0.09256207903,0.07951541164
Illinois,14,189,156,47,203,2229869,44867762080,4009647,70570813523,0.06896551724,0.5561260131,0.6357835462
Indiana,16,113,34,95,129,1204244,20940178239,2807502,44697515491,0.1240310078,0.4289378957,0.4684864026
Iowa,3,66,67,2,69,61343,881967975,1690364,33147839323,0.04347826087,0.03628981687,0.026607103
Kansas,2,62,45,19,64,6277,138437053,785395,10489198158,0.03125,0.007992156813,0.0131980587
Kentucky,6,50,18,38,56,495700,8738166264,962096,14598099393,0.1071428571,0.5152292495,0.5985824612
Louisiana,15,132,26,121,147,619128,8262520808,1342099,17078482914,0.1020408163,0.4613132116,0.4837971177
Maine,1,46,12,35,47,18214,250473764,742159,12018979048,0.02127659574,0.02454191083,0.02083985362
Maryland,20,43,7,56,63,1206063,22977004313,2113002,37708044287,0.3174603175,0.5707817598,0.6093395918
Massachusetts,17,112,49,80,129,1891064,25142514342,3439020,54266939827,0.1317829457,0.5498845601,0.4633118142
Michigan,15,169,119,65,184,1963721,40810522501,5998448,105900361805,0.08152173913,0.3273715134,0.3853671678
Minnesota,12,73,59,26,85,719686,16740882604,2145412,40946769583,0.1411764706,0.3354535166,0.4088450145
Mississippi,3,56,1,58,59,349437,4332678896,718324,7965239011,0.05084745763,0.486461541,0.543948385
Missouri,6,89,84,11,95,474324,5090504425,1819332,24037656652,0.06315789474,0.2607132728,0.2117720749
