State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Montana,3,39,9,33,42,139556,3349865678,430611,7615512758,0.07142857143,0.3240883303,0.43987395
Nebraska,4,49,10,43,53,187836,2089904969,572230,6624319172,0.07547169811,0.3282526257,0.3154897756
Nevada,3,10,8,5,13,88743,1625642554,405338,8037230081,0.2307692308,0.2189358017,0.202264031
New Hampshire,2,11,8,5,13,375314,5979222867,815961,12468662105,0.1538461538,0.4599656111,0.4795400514
New Jersey,20,118,6,132,138,199075,4283528875,952862,15146293589,0.1449275362,0.2089232229,0.2828103687
New Mexico,8,32,18,22,40,819343,14598457547,1109199,19161611060,0.2,0.7386798942,0.7618596109
New York,65,218,12,271,283,5527350,103471734568,6850703,123369847353,0.2296819788,0.8068296057,0.8387117013
North Carolina,14,46,29,31,60,3659264,68355002470,5147097,86806152373,0.2333333333,0.7109374469,0.7874442145
North Dakota,1,28,16,13,29,8289,182571204,215513,5461361629,0.03448275862,0.03846171693,0.03342961269
Ohio,31,177,95,113,208,915677,13196664606,3280798,46869134697,0.1490384615,0.2791019136,0.281564076
Oklahoma,6,48,10,44,54,245495,3968913024,1445574,20829914786,0.1111111111,0.1698252736,0.1905390908
Oregon,11,39,19,31,50,975074,16534473720,2166310,35523486578,0.22,0.4501082486,0.465451883
Pennsylvania,35,265,38,262,300,2884522,47031315704,4925615,76495714400,0.1166666667,0.5856166184,0.6148228835
Rhode Island,0,15,8,7,15,0,0,487287,10337425896,0,0,0
South Carolina,13,34,8,39,47,1284872,18350003274,1706986,23149408222,0.2765957447,0.7527138477,0.7926769919
South Dakota,5,27,0,32,32,50692,700571806,328095,5555438780,0.15625,0.1545040308,0.1261055758
Tennessee,12,118,72,58,130,826908,16487662642,2602076,42324766789,0.09230769231,0.3177877971,0.3895511752
Texas,53,345,164,234,398,5688172,90764215732,10469465,157305263058,0.1331658291,0.5433106658,0.5769941448
Utah,3,53,24,32,56,1397626,21706866696,3876616,58554690013,0.05357142857,0.3605273259,0.370710983
Vermont,3,13,11,5,16,227574,4036707477,430657,6791410370,0.1875,0.5284344618,0.5943842673
Virginia,40,59,21,78,99,18867019,246370517923,19855796,261731129399,0.404040404,0.9502020972,0.9413114844
Washington,7,69,48,28,76,1853430,35699482737,4864049,89203120032,0.09210526316,0.381046737,0.400204418
West Virginia,3,73,3,73,76,37499,499973170,380181,4998710215,0.03947368421,0.09863459773,0.100020435
Wisconsin,3,105,105,3,108,785758,9200652483,3882601,69221699441,0.02777777778,0.2023792813,0.1329157267
Wyoming,2,17,0,19,19,145207,2142782215,382441,5608012910,0.1052631579,0.3796847095,0.3820929533
Totals,635,3939,1777,2797,4574,72763473,1189628769001,141875590,2312991472184,0.1388281592,0.5128681615,0.5143247536
