ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1807,347,663,1491,2154,3346505,33071207453,3753607,36883304810,0.838904364,0.8915437871,0.8966443659
$50M-$100M,587,44,240,391,631,3506983,42529107576,3752570,45694205999,0.9302694136,0.934554985,0.9307330469
$100M-$200M,516,31,234,313,547,5470053,73689488690,5701096,77690694050,0.9433272395,0.9594739327,0.9484982673
$200M-$500M,510,30,245,295,540,11338698,164802112524,11846680,173934163171,0.9444444444,0.9571203071,0.9474970846
$500M-$1B,271,8,142,137,279,12356658,196459718103,12772073,202055507609,0.9713261649,0.9674747396,0.9723056819
$1B-$2B,198,4,120,82,202,16580523,274676103789,16912577,280847547042,0.9801980198,0.9803664456,0.9780256466
$2B-$5B,164,3,95,72,167,28806062,502260084964,29430959,512726609199,0.9820359281,0.9787673585,0.9795865398
$5B-$10B,59,0,37,22,59,21334200,419456648704,21334200,419456648704,1,1,1
> $10B,21,0,10,11,21,35911961,576770075194,35911961,576770075194,1,1,1
Totals,4133,467,1786,2814,4600,138651643,2283714546997,141415723,2326058755778,0.8984782609,0.9804542243,0.9817957269
