League,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alaska Credit Union League,1,8,1,8,9,790226,13051425262,1019962,16572184490,0.1111111111,0.7747602362,0.7875500825
Association of Vermont Credit Unions,3,11,9,5,14,233813,4137533009,433831,6895274063,0.2142857143,0.5389494988,0.6000534527
California and Nevada Credit Union League,46,210,113,143,256,4679872,104774167031,14588955,305687477686,0.1796875,0.3207818518,0.3427492936
Carolinas Credit Union League,25,79,37,67,104,5043976,87455206934,6911521,110795215545,0.2403846154,0.7297924726,0.7893410063
Cooperative Credit Union Association,20,145,63,102,165,2301844,32839191058,4916568,80928689532,0.1212121212,0.4681810564,0.4057793503
Cornerstone League,70,572,290,352,642,6696295,106728102812,14972494,221627079930,0.1090342679,0.4472397852,0.4815661644
Credit Union Association of New Mexico,8,29,18,19,37,854542,14908838009,1147415,19857101860,0.2162162162,0.7447540776,0.7508063419
CrossState Credit Union Association,52,362,39,375,414,3113958,54045526688,5894556,95592138217,0.1256038647,0.5282769389,0.5653762715
Dakota Credit Union Association,6,56,16,46,62,58978,937537459,562970,11592856782,0.09677419355,0.1047622431,0.08087199528
GoWest Credit Union Association,46,221,134,133,267,5284963,94198420366,13399328,234449874727,0.1722846442,0.3944200037,0.4017849038
Hawaii Credit Union League,5,40,0,45,45,218068,4385651023,877572,16573239584,0.1111111111,0.2484901524,0.2646224355
Illinois Credit Union League,15,183,153,45,198,2333290,46851998615,4140218,73902417764,0.07575757576,0.5635669426,0.6339711207
Indiana Credit Union League,16,108,31,93,124,1220319,22490052010,2805412,47400096230,0.1290322581,0.4349874457,0.4744727078
Iowa Credit Union League,2,64,65,1,66,19810,254162740,1613306,33926244683,0.0303030303,0.01227913365,0.007491626096
Kentucky's Credit Unions,6,48,17,37,54,515717,9592265767,980250,15630028956,0.1111111111,0.5261076256,0.6137074854
Luminate Louisiana Credit Unions,14,125,24,115,139,569461,7589631066,1285691,16678589768,0.1007194245,0.4429221329,0.4550523259
Maine Credit Union League,1,47,12,36,48,18586,272494766,762239,12860212336,0.02083333333,0.02438342829,0.02118897876
Maryland & DC Credit Union Association,39,65,7,97,104,1689334,36863807366,2784333,55440966790,0.375,0.6067284337,0.6649199951
Michigan Credit Union League,15,157,111,61,172,1983995,42395548333,6021893,110755625222,0.08720930233,0.3294636753,0.3827846057
Minnesota Credit Union Network,11,71,59,23,82,721252,16917440178,2179330,42322714089,0.1341463415,0.3309512557,0.3997248414
Mississippi Credit Union Association,3,52,0,55,55,364673,4588853771,758441,8624622920,0.05454545455,0.4808192068,0.5320642785
Montana?s Credit Unions,3,38,9,32,41,142980,3284543768,441755,7755120556,0.07317073171,0.3236635692,0.4235322642
Nebraska Credit Union League and Affils,4,46,10,40,50,195914,2164020813,569565,6787870147,0.08,0.3439712763,0.3188070435
New York Credit Union Association,64,209,11,262,273,5700025,108046118785,7023381,128609404207,0.2344322344,0.8115784976,0.8401105615
Ohio Credit Union League,31,167,90,108,198,929270,13298562069,3281263,48660114076,0.1565656566,0.2832049732,0.2732949218
Tennessee Credit Union League,12,116,70,58,128,856178,17836380848,2672164,45270035417,0.09375,0.3204062326,0.3939997105
The Credit Union League of Connecticut Inc,15,52,26,41,67,465259,7179908596,907372,14982263332,0.223880597,0.512754416,0.4792272327
The League of Credit Unions & Affiliates,82,281,165,198,363,25439330,342963328631,33142969,462018143924,0.2258953168,0.7675634009,0.7423157145
Utah Credit Union Association,4,50,22,32,54,1763016,27347992642,4078574,64094040910,0.07407407407,0.4322628448,0.4266854181
West Virginia Credit Union League,3,71,3,71,74,36336,500129332,376340,5077704556,0.04054054054,0.09655099113,0.09849516184
Wisconsin Credit Union League,3,98,99,2,101,768303,8588147154,3891821,71172836038,0.0297029703,0.1974147835,0.1206660804
Totals,625,3781,1704,2702,4406,75009583,1236486986901,144441489,2392540184337,0.14185202,0.5193077385,0.516809287
