NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10016030,Peoples Energy CU,IL,27930400,1842,3
10026811,Laneco FCU,OR,18112807,1565,3
10021750,Mississippi FCU,MS,161066671,22970,53
10020108,Ignite CU,MI,157186706,14050,56
10036261,FRSA CU,FL,5862706,720,2
10023143,Plainfield CU,NJ,707365,112,1
10036425,Florida Rural Electric CU,FL,28447029,2959,5
10036099,Reading MA Town EFCU,MA,8275782,650,2
10024891,Shaw University FCU,NC,562536,127,1
10018468,Allied Plastics FCU,LA,21687109,1654,3
,Totals (10 Credit Unions):,,429839111,46649,129
