ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,0,28,6,22,28,0,0,3013,3380021,0,0,0
$200K-$500K,0,48,15,33,48,0,0,11378,16880276,0,0,0
$500K-$1M,0,60,16,44,60,0,0,18148,44037581,0,0,0
$1M-$2M,0,107,33,74,107,0,0,37652,159557326,0,0,0
$2M-$5M,3,231,60,174,234,1500,9833003,143335,808996593,0.01282051282,0.01046499459,0.01215456664
$5M-$10M,6,324,101,229,330,5789,41135974,347816,2369089027,0.01818181818,0.01664385767,0.01736362523
$10M-$20M,8,406,122,292,414,18005,111441728,687333,5981240889,0.0193236715,0.02619545402,0.01863187423
$20M-$50M,46,702,251,497,748,148085,1653633959,2169927,24940731109,0.0614973262,0.06824423126,0.06630254549
$50M-$100M,67,517,223,361,584,393534,5174967356,3328078,42478406523,0.1147260274,0.1182466276,0.1218258353
$100M-$200M,95,438,215,318,533,1010114,13956561069,5415259,75918470487,0.1782363977,0.1865310597,0.1838361729
$200M-$500M,123,407,232,298,530,2666819,39471063781,11212221,169951421513,0.2320754717,0.2378493075,0.2322490947
$500M-$1B,70,206,145,131,276,3187115,50477416731,12337109,197961060802,0.2536231884,0.2583356441,0.2549865945
> $1B,206,255,260,201,461,68141661,1129445854852,108442927,1858156105651,0.4468546638,0.6283642731,0.6078315226
Totals,624,3729,1679,2674,4353,75572622,1240341908453,144154196,2378789377798,0.1433494142,0.5242485068,0.521417289
