ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1781,373,663,1491,2154,3290190,32451380411,3753607,36883304810,0.8268337976,0.8765408845,0.8798392817
$50M-$100M,559,72,240,391,631,3361581,40468426682,3752570,45694205999,0.8858954041,0.8958076731,0.8856358437
$100M-$200M,490,57,234,313,547,5179275,69657423902,5701096,77690694050,0.8957952468,0.9084700556,0.8965993257
$200M-$500M,464,76,245,295,540,10375148,150060622320,11846680,173934163171,0.8592592593,0.8757852833,0.8627438083
$500M-$1B,254,25,142,137,279,11629313,184446953188,12772073,202055507609,0.9103942652,0.9105266624,0.9128528857
$1B-$2B,182,20,120,82,202,15123229,253350044296,16912577,280847547042,0.900990099,0.8942001565,0.9020909991
$2B-$5B,129,38,95,72,167,22892601,395017133391,29430959,512726609199,0.7724550898,0.7778408104,0.7704244841
$5B-$10B,47,12,37,22,59,16858044,332031229226,21334200,419456648704,0.7966101695,0.7901887111,0.7915746007
> $10B,15,6,10,11,21,28791853,467803283226,35911961,576770075194,0.7142857143,0.8017343581,0.8110741235
Totals,3921,679,1786,2814,4600,117501234,1925286496642,141415723,2326058755778,0.8523913043,0.8308922905,0.8277032951
