NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10023429,Telco Roswell New Mexico FCU,NM,4904364,887,1
10035529,Beka FCU,GA,4789499,464,2
10027921,Pinn Memorial FCU,PA,250348,90,0
10027342,ERRL FCU,PA,1061623,212,2
10022878,Elizabeth NJ Firemens FCU,NJ,7439722,1161,3
10023670,Concord FCU,NY,8119946,502,3
10022985,Kearny Municipal EFCU,NJ,7429960,723,4
10010850,Beverly Hills City EFCU,CA,16817892,1588,4
10011209,Espeeco FCU,CA,11722093,1082,3
10026797,South Coast ILWU FCU,OR,17658772,1023,4
10028968,Berkeley Community FCU,SC,16155157,2626,6
10032117,Community Healthcare FCU,WA,20335727,1350,7
10026881,Portland Local No 8 FCU,OR,40251002,2237,9
10014313,Artesian City FCU,GA,31667013,3284,9
10011265,Fresno Grangers FCU,CA,27686563,603,2
10024316,Rochester and Monroe Co EFCU,NY,42930517,4571,9
10033391,Cheyenne-Laramie County EFCU,WY,29415062,1998,4
10026349,Toledo Police FCU,OH,52314103,3156,7
10013141,Northeast Family FCU,CT,98917908,5903,28
10024664,Carolina FCU,NC,78491730,7500,16
10010611,Banner FCU,AZ,63742072,6935,15
10029052,Upstate FCU,SC,137659137,16322,58
10012701,Grand Junction FCU,CO,105606501,6576,17
10023244,Raritan Bay FCU,NJ,101651265,8993,26
10024013,Island FCU,NY,1509751050,51610,126
10012774,One Thirteen CU,CO,8485773,1034,2
10010095,Alabama Law Enforcement CU,AL,10422550,1752,5
10028006,Reading Berks School Employees CU,PA,14423544,1290,6
10014469,Genuine Parts CU,GA,21047793,1510,2
10027134,Moonlight CU,PA,51382725,3730,8
10026908,Valley CU,OR,116196216,6108,19
10026228,7 17 Credit Union,OH,1759240706,118051,332
10032196,Kitsap CU,WA,2320371924,156018,323
10026904,Rivermark Community CU,OR,3332012163,179805,586
10032030,Blue Mountain CU,WA,53993277,4541,12
10032338,PrimeSource CU,WA,93727205,6792,17
10013861,Alliance Credit Union,FL,57599960,5544,14
10020897,Catholic Vantage Financial,MI,119070137,6974,31
10014549,Locoga FCU,GA,4676103,697,2
10024157,Encompass Niagara FCU,NY,24807146,3114,8
10012233,Northern Redwood FCU,CA,23663133,3187,6
10014586,Excel FCU,GA,170936825,11478,32
10020406,Downriver Community FCU,MI,185415425,12714,44
10021096,Wayne Westland FCU,MI,144255107,10962,36
10013943,Jefferson Co Teachers CU,FL,15163769,1303,4
10034225,BCBST ECU,TN,10506754,1934,3
10020057,Auto Owners Associates CU,MI,41765856,2574,6
10021109,Westacres CU,MI,7000036,584,5
10020675,Muskegon St Joseph FCU,MI,13611629,1448,5
10032534,National EFCU,WV,14796959,2982,5
10038915,Flint River EFCU,GA,1676570,380,2
10020762,Flagship Community FCU,MI,34371980,3476,12
10013786,Farmers FCU,FL,20912657,1171,7
10020257,Southeast Michigan State EFCU,MI,49645602,3454,13
10031855,Norfolk Fire Dept FCU,VA,25607363,2032,4
10021090,Warren Municipal FCU,MI,20598671,1374,5
10014037,Monroe County Teachers FCU,FL,26034428,2107,5
10019641,Medford Municipal EFCU,MA,7230735,785,3
10013982,Local 606 Electrical Workers FCU,FL,5742698,410,2
10033412,Powell Schools Federal Credit Union,WY,3313268,389,2
10010617,American Southwest CU,AZ,407343570,33589,80
10032254,Industrial CU of Whatcom County,WA,389583056,37409,97
10014049,Keys Federal Credit Union,FL,248952608,18360,61
10022825,Greater Alliance FCU,NJ,248275961,22762,56
10020164,Chief Financial FCU,MI,210354567,20350,45
10020374,Gerber Federal Credit Union,MI,238758453,16002,48
10020324,LOC Credit Union,MI,445936870,27782,95
,Totals (67 Credit Unions):,,13435680798,869354,2415
