NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10025512,Emery FCU,OH,201349277,12916,39
10029383,SecurTrust FCU,MS,47506373,3427,11
10023081,Newark Firemen FCU,NJ,8874815,1665,3
10023998,Lake Shore Federal Credit Union,NY,22368464,3158,5
10016714,AAA FCU,IN,78651110,4639,26
10018021,Meritrust CU,KS,2178943543,123247,360
10020201,COPOCO Community CU,MI,104267903,7473,32
10039706,Opportunities CU,VT,60512606,5374,18
10026239,Kraton Belpre FCU,OH,5994178,655,2
10031114,Transtar FCU,TX,27810374,2613,5
10022309,High Peaks FCU,MT,51229359,3879,12
10034985,Legacy Financial FCU,LA,4929478,686,3
10036748,Total Community Action FCU,LA,726354,600,1
,Totals (13 Credit Unions):,,2793163834,170332,517
