ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,13,11,4,20,24,1322,1236740,2629,2621605,0.5416666667,0.5028527957,0.4717491766
$200K-$500K,39,12,17,34,51,9095,13116661,11627,17208719,0.7647058824,0.782231014,0.7622101912
$500K-$1M,47,13,15,45,60,14306,34173112,17884,43806614,0.7833333333,0.7999329009,0.7800902393
$1M-$2M,69,37,36,70,106,22801,98913524,37113,154783966,0.6509433962,0.6143669334,0.6390424445
$2M-$5M,175,64,61,178,239,109578,612488703,145760,824477131,0.7322175732,0.7517700329,0.7428813729
$5M-$10M,257,70,99,228,327,263999,1810612195,342671,2329996824,0.7859327217,0.7704153547,0.7770878382
$10M-$20M,355,67,121,301,422,583709,5124718552,696419,6076357710,0.8412322275,0.8381577757,0.8433865807
$20M-$50M,679,68,251,496,747,1985308,22611636628,2166728,24853269145,0.9089692102,0.9162700625,0.9098053257
$50M-$100M,552,43,228,367,595,3184036,40161399242,3425197,43156855188,0.9277310924,0.9295920789,0.9305914221
$100M-$200M,502,35,218,319,537,5139168,71658807652,5420644,76489288997,0.9348230912,0.9480733286,0.9368476108
$200M-$500M,499,27,235,291,526,10629180,159978804324,11122208,168361185448,0.9486692015,0.9556717515,0.9502119143
$500M-$1B,279,5,146,138,284,12368928,199655771362,12643649,202940356193,0.9823943662,0.9782720163,0.9838150238
> $1B,444,11,258,197,455,104704665,1803612615436,106501443,1832352972875,0.9758241758,0.9831290737,0.984315054
Totals,3910,463,1689,2684,4373,139016095,2305374294131,142533972,2357603180415,0.8941230277,0.9753190278,0.977846617
