NIMBLE_CUNA_ID,Old Name,State,New Name
10012139,Santa Clara County FCU,CA,Mirastar Federal Credit Union
10010177,Alabama Teachers CU,AL,Emblem Credit Union
10019588,Leominster CU,MA,All One CU
10013856,Florida State University Credit Union,FL,Champions First CU
