League,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Hawaii Credit Union League,1,1,0,2,2,48900,548717172,64374,787419113,0.5,0.7596234505,0.696855287
New York Credit Union Association,4,6,0,10,10,106578,1235397299,119785,1336940312,0.4,0.8897441249,0.9240482076
Totals,5,7,0,12,12,155478,1784114471,184159,2124359425,0.4166666667,0.84425958,0.8398364467
