State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alabama,73,16,49,40,89,2552236,38157347135,2602360,38866332936,0.8202247191,0.9807390215,0.9817583562
Alaska,9,0,1,8,9,1025104,16646542246,1025104,16646542246,1,1,1
Arizona,30,3,15,18,33,1965643,32653940059,2007368,33130815883,0.9090909091,0.9792140753,0.9856062759
Arkansas,46,2,0,48,48,374214,5055895241,377499,5087143728,0.9583333333,0.9912979902,0.9938573611
California,199,41,103,137,240,12904835,270342928469,13364856,278449769634,0.8291666667,0.9655798012,0.970885804
Colorado,58,5,33,30,63,2492830,44489085455,2502065,44618505598,0.9206349206,0.9963090487,0.9970994066
Connecticut,58,7,25,40,65,886390,14499704094,905495,14680724772,0.8923076923,0.9789010431,0.9876694999
Delaware,15,0,0,15,15,259466,2902375616,259466,2902375616,1,1,1
District Of Columbia,23,7,0,30,30,274033,10456466065,295603,10659539776,0.7666666667,0.9270305105,0.9809491108
Florida,100,7,59,48,107,7406573,114183777047,7722886,118289988506,0.9345794393,0.9590421249,0.9652869063
Georgia,63,9,34,38,72,2211139,35466458899,2258949,36333756683,0.875,0.9788352902,0.9761296969
Hawaii,45,0,0,45,45,879211,16700059411,879211,16700059411,1,1,1
Idaho,24,2,16,10,26,1391672,24346480658,1393023,24355946478,0.9230769231,0.9990301668,0.9996113549
Illinois,185,7,151,41,192,4139993,74018466065,4155507,74073446989,0.9635416667,0.9962666409,0.9992577512
Indiana,112,12,31,93,124,2774829,47171461005,2807051,47602088701,0.9032258065,0.9885210493,0.9909535966
Iowa,63,4,65,2,67,1652386,34415047790,1668035,34654031003,0.9402985075,0.9906183024,0.9931037399
Kansas,57,3,44,16,60,670696,8847728255,672078,8861383938,0.95,0.9979436911,0.9984589672
Kentucky,52,1,17,36,53,989724,15753128283,990394,15758274784,0.9811320755,0.9993235016,0.9996734096
Louisiana,123,15,24,114,138,1279162,16674176914,1290613,16755530751,0.8913043478,0.991127472,0.9951446577
Maine,48,0,12,36,48,766689,12989817237,766689,12989817237,1,1,1
Maryland,51,10,7,54,61,1960013,35640780990,2150528,38645391917,0.8360655738,0.9114101281,0.9222517672
Massachusetts,110,15,46,79,125,3348050,53751983604,3475832,55739474953,0.88,0.9632370034,0.9643431993
Michigan,158,12,111,59,170,6001259,110461750536,6070606,111472386374,0.9294117647,0.9885765935,0.9909337561
Minnesota,78,3,58,23,81,1795715,33048361676,1811273,33351973371,0.962962963,0.991410461,0.9908967397
Mississippi,55,0,0,55,55,801755,9441403429,801755,9441403429,1,1,1
Missouri,85,6,77,14,91,1862892,25132530715,1871149,25246238692,0.9340659341,0.9955872034,0.9954960429
Montana,41,0,9,32,41,441795,7870799831,441795,7870799831,1,1,1
Nebraska,49,1,10,40,50,560685,6750352631,563093,6783489448,0.98,0.9957236194,0.995115078
Nevada,13,0,8,5,13,412789,8479257587,412789,8479257587,1,1,1
New Hampshire,12,0,7,5,12,836056,13432956152,836056,13432956152,1,1,1
New Jersey,77,50,5,122,127,836417,13526766823,949129,15166699479,0.6062992126,0.8812469116,0.8918728061
New Mexico,35,2,18,19,37,1114562,20064672772,1128873,20176952901,0.9459459459,0.9873227546,0.9944352287
New York,228,42,11,259,270,6930379,125394389276,7107001,129036700888,0.8444444444,0.9751481673,0.9717730569
North Carolina,48,9,28,29,57,4847625,82194240034,5234960,87959616489,0.8421052632,0.9260099409,0.9344542793
North Dakota,27,2,16,13,29,214171,5819739496,214969,5828958874,0.9310344828,0.9962878369,0.9984183491
Ohio,167,28,89,106,195,2789850,41687378334,3277593,48564492358,0.8564102564,0.8511886619,0.8583921361
Oklahoma,48,4,9,43,52,1374052,20542702243,1394379,20671492146,0.9230769231,0.9854221844,0.9937696852
Oregon,44,3,20,27,47,2156160,35014686291,2336738,38321359617,0.9361702128,0.9227221879,0.913712004
Pennsylvania,221,53,32,242,274,4878487,78811686550,4961498,80001093152,0.8065693431,0.9832689643,0.9851326206
Rhode Island,12,2,8,6,14,500235,10763016675,502657,10802266466,0.8571428571,0.995181605,0.9963665226
South Carolina,44,2,8,38,46,1702777,23618249852,1707731,23657260994,0.9565217391,0.9970990747,0.9983509865
South Dakota,31,2,0,33,33,345651,5844495161,350074,5914327518,0.9393939394,0.9873655284,0.9881926801
Tennessee,124,3,70,57,127,2685117,45970861406,2705529,46404975604,0.9763779528,0.9924554496,0.9906450937
Texas,355,28,158,225,383,9604247,148269463493,10321394,157993776860,0.9268929504,0.930518397,0.9384512887
Utah,52,1,21,32,53,4119677,65193707966,4120388,65196363841,0.9811320755,0.9998274434,0.9999592634
Vermont,13,0,8,5,13,441313,6979988720,441313,6979988720,1,1,1
Virginia,83,12,18,77,95,18307136,243323574908,21163348,276008618049,0.8736842105,0.8650396903,0.8815796283
Washington,72,3,47,28,75,4781037,89638684128,4983747,92564106263,0.96,0.9593257844,0.9683957178
West Virginia,69,5,3,71,74,365788,4948770452,377061,5078364386,0.9324324324,0.9701029807,0.9744811667
Wisconsin,100,0,98,2,100,3910367,72454956365,3910367,72454956365,1,1,1
Wyoming,15,3,0,18,18,389914,5842756397,392497,5879399801,0.8333333333,0.993419058,0.9937674924
Totals,3900,442,1679,2663,4342,137212796,2285685850437,143960374,2376541217195,0.8982035928,0.9531289214,0.9617699175
