ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,0,29,5,24,29,0,0,3269,3500532,0,0,0
$200K-$500K,0,63,20,43,63,0,0,13971,21961104,0,0,0
$500K-$1M,0,68,20,48,68,0,0,19454,49652000,0,0,0
$1M-$2M,0,112,32,80,112,0,0,40213,165028650,0,0,0
$2M-$5M,3,240,66,177,243,1256,9357585,156552,837305514,0.01234567901,0.008022893352,0.0111758311
$5M-$10M,8,346,103,251,354,7725,54440594,359048,2506381380,0.02259887006,0.02151522916,0.02172079414
$10M-$20M,10,440,128,322,450,21175,138421575,762361,6470389133,0.02222222222,0.02777555515,0.0213930835
$20M-$50M,45,738,268,515,783,143077,1549760839,2325107,25773846612,0.05747126437,0.06153566266,0.06012920238
$50M-$100M,78,548,238,388,626,481959,5931602731,3686656,45181193596,0.124600639,0.1307306676,0.1312847727
$100M-$200M,92,447,233,306,539,987871,13340921334,5709746,76665696286,0.1706864564,0.1730148767,0.1740142199
$200M-$500M,126,405,235,296,531,2801586,40172275383,11609591,171325442818,0.2372881356,0.2413165115,0.234479332
$500M-$1B,70,208,143,135,278,3362550,50364326956,12857124,201040536118,0.2517985612,0.2615320502,0.2505182682
> $1B,204,243,256,191,447,66098461,1090725889952,105232507,1795135830463,0.4563758389,0.6281182772,0.6076007572
Totals,636,3887,1747,2776,4523,73905660,1202286996949,142775599,2325176764206,0.1406146363,0.5176350897,0.517073375
