NIMBLE_CUNA_ID,Old Name,State,New Name
10027134,Moonlight CU,PA,Moonlight FCU
10024357,St Josephs Parish FCU,NY,SJP FCU
10024867,Allegacy Financial,NC,Allegacy Financial FCU
10032133,IBEW 76 FCU,WA,SPARK FCU
10017853,Kansas Blue Cross Blue Shield CU,KS,Empower Blue CU
10010763,Christian Community CU,CA,Adelfi Credit Union
10013392,Healthcare Financial FCU,CT,Unity Financial CU
