ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,0,30,5,25,30,0,0,3886,3779271,0,0,0
$200K-$500K,0,60,21,39,60,0,0,13822,20971099,0,0,0
$500K-$1M,0,74,21,53,74,0,0,20719,54410110,0,0,0
$1M-$2M,0,117,31,86,117,0,0,42136,171142198,0,0,0
$2M-$5M,3,257,74,186,260,1130,9230825,166349,890051080,0.01153846154,0.006792947358,0.01037111825
$5M-$10M,7,363,108,262,370,5637,44901718,374978,2670055332,0.01891891892,0.01503288193,0.01681677434
$10M-$20M,13,441,131,323,454,23751,174575554,769820,6592598206,0.02863436123,0.03085266686,0.02648053901
$20M-$50M,51,752,277,526,803,158749,1724291813,2380362,26671443975,0.06351183064,0.06669111673,0.06464936112
$50M-$100M,90,543,240,393,633,560010,6909158620,3764922,45806678822,0.1421800948,0.1487441174,0.1508329964
$100M-$200M,108,440,235,313,548,1162987,15921996488,5711527,77875030364,0.197080292,0.2036210281,0.2044557339
$200M-$500M,140,402,246,296,542,3158464,45419556718,11894367,174565114739,0.258302583,0.2655428406,0.2601869038
$500M-$1B,85,194,142,137,279,4125128,62702905733,12772073,202055507609,0.3046594982,0.3229803024,0.3103251501
> $1B,219,230,262,187,449,69403849,1154544526179,103589697,1789800880139,0.4877505568,0.6699879526,0.6450686995
Totals,716,3903,1793,2826,4619,78599705,1287451143648,141504658,2327177662944,0.1550119073,0.5554566621,0.5532242614
