ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,12,12,4,20,24,1321,1236718,2629,2621605,0.5,0.502472423,0.4717407847
$200K-$500K,44,19,21,42,63,9766,14944728,13227,21308711,0.6984126984,0.7383382475,0.7013435961
$500K-$1M,48,16,18,46,64,15227,34902529,18507,46866617,0.75,0.8227697628,0.7447204692
$1M-$2M,71,39,36,74,110,23475,101118066,39074,160064271,0.6454545455,0.6007831294,0.6317341488
$2M-$5M,176,67,61,182,243,111621,621780015,149239,840300702,0.7242798354,0.7479345211,0.7399494175
$5M-$10M,257,79,100,236,336,265853,1807017837,352099,2396441654,0.7648809524,0.7550518462,0.7540420748
$10M-$20M,353,76,123,306,429,581318,5110490620,708557,6186592907,0.8228438228,0.820425174,0.826058979
$20M-$50M,687,83,261,509,770,2012680,22840229274,2238979,25552932842,0.8922077922,0.8989275915,0.893839835
$50M-$100M,552,53,232,373,605,3186513,40199499777,3478201,43870522712,0.9123966942,0.9161382565,0.9163214225
$100M-$200M,502,40,222,320,542,5157904,71810408028,5468646,77220808570,0.926199262,0.9431775251,0.9299359766
$200M-$500M,498,33,236,295,531,10600298,159577415458,11215430,169832542056,0.9378531073,0.9451530615,0.9396162451
$500M-$1B,279,8,148,139,287,12362984,200013909459,12747283,204998097828,0.9721254355,0.9698524776,0.9756866604
> $1B,444,16,261,199,460,102485777,1781003029066,107840742,1855281139783,0.9652173913,0.9503437671,0.9599639596
Totals,3923,541,1723,2741,4464,136814737,2283135981575,144272613,2386410240258,0.8788082437,0.9483070567,0.9567240129
