ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1792,310,642,1460,2102,3309152,32417396508,3679975,35828064925,0.8525214082,0.8992321959,0.9048045597
$50M-$100M,588,38,238,388,626,3476676,42432821851,3686656,45181193596,0.9392971246,0.9430432348,0.9391700058
$100M-$200M,508,31,233,306,539,5467529,72397723377,5709746,76665696286,0.9424860853,0.9575783231,0.9443300835
$200M-$500M,510,21,235,296,531,11246406,164553227124,11609591,171325442818,0.9604519774,0.9687168135,0.9604716288
$500M-$1B,270,8,143,135,278,12427972,195865386151,12857124,201040536118,0.9712230216,0.9666214622,0.9742581766
$1B-$2B,200,1,115,86,201,16726679,277143335275,16815954,279002693872,0.9950248756,0.9946910535,0.9933356966
$2B-$5B,162,6,96,72,168,29312195,503376185480,30604872,523113884524,0.9642857143,0.9577623785,0.9622688297
$5B-$10B,57,0,35,22,57,21041278,414431034338,21041278,414431034338,1,1,1
> $10B,21,0,10,11,21,36770403,578588217729,36770403,578588217729,1,1,1
Totals,4108,415,1747,2776,4523,139778290,2281205327833,142775599,2325176764206,0.9082467389,0.979006854,0.981088992
