League,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alaska Credit Union League,1,8,1,8,9,774540,11619726090,998763,15145831832,0.1111111111,0.7754992926,0.7671896941
Association of Vermont Credit Unions,3,10,8,5,13,231976,4126476665,427650,6810654001,0.2307692308,0.542443587,0.6058855235
California and Nevada Credit Union League,46,207,111,142,253,4665845,104300047336,14288326,300883655093,0.1818181818,0.3265494502,0.3466457734
Carolinas Credit Union League,25,78,36,67,103,4967376,86616477617,6846885,110128689879,0.2427184466,0.7254942941,0.7865023884
Cooperative Credit Union Association,20,144,63,101,164,2284596,32776492753,4849752,80640270481,0.1219512195,0.4710748096,0.4064531599
Cornerstone League,69,569,291,347,638,6734793,106366047294,14713074,216718102884,0.1081504702,0.4577420735,0.4908037025
Credit Union Association of New Mexico,8,29,18,19,37,846541,14713956802,1135855,19648139949,0.2162162162,0.7452896717,0.7488727605
CrossState Credit Union Association,51,352,38,365,403,3121762,53665400317,5875644,94575421359,0.1265508685,0.5313055046,0.5674349587
Dakota Credit Union Association,6,56,16,46,62,58578,942120128,558837,11576097535,0.09677419355,0.1048212627,0.08138495077
GoWest Credit Union Association,45,218,130,133,263,4673951,84836428980,12657722,222389331720,0.1711026616,0.3692568852,0.3814770624
Hawaii Credit Union League,5,40,0,45,45,216315,4302509720,876655,16443403180,0.1111111111,0.246750432,0.2616556727
Illinois Credit Union League,15,178,151,42,193,2318222,46539223056,4108719,73531549037,0.07772020725,0.5642201377,0.6329150367
Indiana Credit Union League,16,108,31,93,124,1213878,22268158609,2794427,46949379952,0.1290322581,0.4343924533,0.4743014419
Iowa Credit Union League,2,64,65,1,66,19599,257819004,1669454,33727152391,0.0303030303,0.01173976641,0.007644256503
Kentucky's Credit Unions,6,48,17,37,54,505824,9452897476,969006,15451796828,0.1111111111,0.5220029597,0.6117668761
Luminate Louisiana Credit Unions,14,125,24,115,139,572010,7548338657,1289614,16703220599,0.1007194245,0.4435513262,0.451909176
Maine Credit Union League,1,47,12,36,48,18475,268790282,756116,12749312918,0.02083333333,0.02443408154,0.02108272687
Maryland & DC Credit Union Association,39,65,7,97,104,1672995,36811943063,2771193,55396501101,0.375,0.603709305,0.6645174755
Michigan Credit Union League,15,156,111,60,171,1983139,42248096740,5998736,109673101357,0.08771929825,0.3305928116,0.385218401
Minnesota Credit Union Network,11,71,59,23,82,715670,17138926366,2166977,42574516447,0.1341463415,0.3302619271,0.4025630306
Mississippi Credit Union Association,3,52,1,54,55,360812,4567323174,746667,8569494132,0.05454545455,0.4832301414,0.5329746545
Montanas Credit Unions,3,38,9,32,41,142016,3332121702,434309,7751164812,0.07317073171,0.3269929935,0.4298865761
Nebraska Credit Union League and Affils,4,45,10,39,49,191850,2142206046,560653,6748862596,0.08163265306,0.3421902674,0.3174173449
New York Credit Union Association,63,207,10,260,270,5481478,103864295160,6787519,124173134860,0.2333333333,0.8075819751,0.8364473948
Ohio Credit Union League,31,164,89,106,195,920072,13275444441,3243963,48299479714,0.158974359,0.283625923,0.2748568829
Tennessee Credit Union League,12,115,70,57,127,846012,17591608222,2641907,44712833413,0.09448818898,0.3202277749,0.3934353267
The Credit Union League of Connecticut Inc,15,50,26,39,65,461851,7171396363,892182,14744448514,0.2307692308,0.5176645572,0.4863794232
The League of Credit Unions & Affiliates,82,277,162,197,359,25356891,341269510083,32976996,459662161167,0.2284122563,0.7689266481,0.7424355079
Utah Credit Union Association,4,50,22,32,54,1752792,27032840930,4034269,63315917031,0.07407407407,0.4344757377,0.4269517397
West Virginia Credit Union League,3,71,3,71,74,36885,494429892,376739,5033323937,0.04054054054,0.09790597735,0.09823128775
Wisconsin Credit Union League,3,97,98,2,100,777167,8864790646,3873265,70533636902,0.03,0.2006490648,0.1256817461
Totals,621,3739,1689,2671,4360,73923911,1216405843614,142321874,2355260585621,0.1424311927,0.5194135583,0.5164633803
