NIMBLE_CUNA_ID,Old Name,State,New Name
10022694,Northeast CU,NH,Lighthouse CU
10010970,CBC FCU,CA,OceanAir FCU
10021420,Northern States Power St Paul CU,MN,NSP Credit Union
