NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10010275,Montgomery VA FCU,AL,6012882,729,1
10010850,Beverly Hills City EFCU,CA,14904068,1750,4
10028148,Steamfitters Phila FCU,PA,792532,866,1
10039818,Georgia Guard CU,GA,3402866,717,3
10027310,Elliott Community FCU,PA,54307084,7045,26
10023244,Raritan Bay FCU,NJ,107076334,7432,23
10031765,CommonWealth One FCU,VA,509319859,28734,88
10035543,Eastern Operating Engineers FCU,NY,94295737,2315,11
10031619,St Patricks Parish Credit Union,VT,532840,290,1
10014260,University CU,FL,233361309,16134,41
10012053,Inland FCU,CA,14795534,1239,4
10016096,Redbrand CU,IL,76283572,7276,22
10013649,Signal Financial FCU,MD,369072784,18277,79
10029988,Cabot Community CU,TX,43265556,4436,10
10028275,ONE FCU,PA,135071239,12276,35
10024595,Westar Federal Credit Union,NY,33158209,1751,6
10015425,Evergreen Park Schools FCU,IL,9939185,983,2
10031831,Midway FCU,VA,9998232,790,4
10000772,None Suffer Lack FCU,MD,28588172,1947,3
,Totals (19 Credit Unions):,,1744177994,114987,364
