ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,13,11,4,20,24,1322,1236740,2629,2621605,0.5416666667,0.5028527957,0.4717491766
$200K-$500K,39,12,17,34,51,9095,13116661,11627,17208719,0.7647058824,0.782231014,0.7622101912
$500K-$1M,47,13,15,45,60,14306,34173112,17884,43806614,0.7833333333,0.7999329009,0.7800902393
$1M-$2M,69,37,36,70,106,22801,98913524,37113,154783966,0.6509433962,0.6143669334,0.6390424445
$2M-$5M,175,64,61,178,239,109578,612488703,145760,824477131,0.7322175732,0.7517700329,0.7428813729
$5M-$10M,256,71,99,228,327,263302,1803240263,342671,2329996824,0.7828746177,0.7683813337,0.7739239146
$10M-$20M,354,68,121,301,422,582104,5112284237,696419,6076357710,0.8388625592,0.8358531286,0.8413402372
$20M-$50M,678,69,251,496,747,1981199,22562026139,2166728,24853269145,0.9076305221,0.9143736547,0.9078091903
$50M-$100M,552,43,228,367,595,3184036,40161399242,3425197,43156855188,0.9277310924,0.9295920789,0.9305914221
$100M-$200M,501,36,218,319,537,5129898,71502010014,5420644,76489288997,0.9329608939,0.9463631996,0.9347976815
$200M-$500M,497,29,235,291,526,10572173,159182358312,11122208,168361185448,0.9448669202,0.9505462405,0.9454813346
$500M-$1B,279,5,146,138,284,12368928,199655771362,12643649,202940356193,0.9823943662,0.9782720163,0.9838150238
> $1B,440,15,258,197,455,101345287,1763255258739,106501443,1832352972875,0.967032967,0.9515860456,0.9622901727
Totals,3900,473,1689,2684,4373,135584029,2263994277048,142533972,2357603180415,0.891836268,0.9512400945,0.9602948859
