League,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Hawaii Credit Union League,2,0,0,2,2,60701,780299957,60701,780299957,1,1,1
New York Credit Union Association,4,6,0,10,10,105859,1239274102,119364,1342050663,0.4,0.8868586844,0.9234182704
Totals,6,6,0,12,12,166560,2019574059,180065,2122350620,0.5,0.9249993058,0.9515741838
