State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alabama,12,79,51,40,91,1380208,15467951455,2729921,36371271683,0.1318681319,0.5055853265,0.4252793686
Alaska,2,7,1,8,9,776861,12096185678,977893,15381677269,0.2222222222,0.7944233163,0.7864022542
Arizona,14,21,16,19,35,1267957,21340743332,1956903,31490391261,0.4,0.6479406491,0.6776906376
Arkansas,6,46,0,52,52,193153,3086017229,366373,4657656027,0.1153846154,0.5272031509,0.6625687279
California,65,191,113,143,256,5579260,128484020668,13834747,299004206297,0.25390625,0.4032787878,0.4297063986
Colorado,13,54,35,32,67,1308091,25661279393,2327045,42616663470,0.1940298507,0.5621253564,0.6021419159
Connecticut,22,53,25,50,75,578086,8514130616,949512,15193853216,0.2933333333,0.6088243224,0.5603667809
Delaware,4,13,0,17,17,150779,1885303673,264335,3201711772,0.2352941176,0.5704087616,0.5888424091
District Of Columbia,15,17,0,32,32,267389,10096122108,293993,10350342794,0.46875,0.9095080495,0.9754384284
Florida,44,72,67,49,116,5728426,89288359015,7419226,116338826640,0.3793103448,0.7721056078,0.7674854698
Georgia,10,69,38,41,79,925092,15046713641,2265748,35745553737,0.1265822785,0.4082943028,0.4209394475
Hawaii,17,30,0,47,47,700898,12768778978,874682,15381030374,0.3617021277,0.8013175074,0.8301640831
Idaho,7,19,16,10,26,152403,2631955242,1260376,21381108021,0.2692307692,0.1209186782,0.1230972333
Illinois,17,190,159,48,207,2312818,47077094485,3981238,71438424206,0.08212560386,0.5809293491,0.6589884227
Indiana,18,111,34,95,129,1474299,25452424676,2810005,45183309276,0.1395348837,0.5246606323,0.5633147524
Iowa,4,65,67,2,69,112625,1686641352,1685133,33492138049,0.05797101449,0.06683448725,0.05035932163
Kansas,3,61,45,19,64,14287,275471566,783059,10495643586,0.046875,0.01824511308,0.02624627673
Kentucky,7,49,18,38,56,563069,9265554997,981747,14561531497,0.125,0.5735377852,0.6363036058
Louisiana,20,129,26,123,149,773586,10501916115,1345573,17158355337,0.1342281879,0.574911952,0.612058435
Maine,1,46,12,35,47,18092,249546237,732948,12037648648,0.02127659574,0.02468387935,0.0207304802
Maryland,25,39,7,57,64,1393515,26148878445,2096773,37749787729,0.390625,0.6645998398,0.6926894168
Massachusetts,26,106,50,82,132,2144428,30682236044,3415812,55120051902,0.196969697,0.6277945039,0.5566438163
Michigan,22,165,121,66,187,2350986,47157816480,6016804,105275400897,0.1176470588,0.3907366768,0.4479471565
Minnesota,15,70,60,25,85,1087303,24133914928,2157485,41958434049,0.1764705882,0.5039678144,0.5751862641
Mississippi,7,54,1,60,61,476599,5809771089,737539,8131425564,0.1147540984,0.6462017602,0.7144837081
Missouri,8,91,88,11,99,500528,5558455895,1818987,24201223649,0.08080808081,0.2751685416,0.2296766468
Montana,3,40,9,34,43,138331,3341646414,431379,7627811058,0.06976744186,0.3206716136,0.4380872033
Nebraska,6,47,10,43,53,313459,3637596394,570029,6602385070,0.1132075472,0.5499000928,0.550951869
Nevada,3,10,8,5,13,89490,1619801478,400803,7912951527,0.2307692308,0.2232767719,0.2047025655
New Hampshire,2,11,8,5,13,372962,5875284988,811214,12381805267,0.1538461538,0.4597578444,0.4745095615
New Jersey,26,113,7,132,139,500030,9581616328,961427,15446706246,0.1870503597,0.520091489,0.6203015824
New Mexico,9,31,18,22,40,857649,15410794961,1097375,19215752349,0.225,0.781545962,0.8019875923
New York,79,204,12,271,283,5757110,108411037526,6778156,123056806193,0.2791519435,0.8493622749,0.8809836764
North Carolina,19,43,29,33,62,4402543,77676677112,5083678,86648426204,0.3064516129,0.8660153141,0.896458026
North Dakota,1,28,16,13,29,8167,180672302,215594,5422404611,0.03448275862,0.03788138816,0.03331959065
Ohio,32,177,95,114,209,932255,13647069305,3265422,46876264745,0.1531100478,0.2854929623,0.2911296235
Oklahoma,12,42,10,44,54,850323,12154733799,1439684,21140462623,0.2222222222,0.5906316942,0.5749511738
Oregon,14,38,20,32,52,1326976,21730700793,2236072,37052839269,0.2692307692,0.5934406406,0.5864786943
Pennsylvania,45,259,38,266,304,3469821,56207454198,4914977,76192208692,0.1480263158,0.7059689191,0.7377060616
Rhode Island,0,15,8,7,15,0,0,486880,10263015680,0,0,0
South Carolina,16,31,8,39,47,1411522,19838480846,1708289,23217253917,0.3404255319,0.8262782234,0.8544714598
South Dakota,6,26,0,32,32,64302,965698485,324301,5548186407,0.1875,0.1982787595,0.1740566041
