State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Tennessee,19,112,74,57,131,1284111,23015362354,2587557,41913434032,0.1450381679,0.4962638504,0.5491165991
Texas,69,330,165,234,399,7006802,110053736805,10535254,157489706333,0.1729323308,0.6650814494,0.6987995557
Utah,8,48,24,32,56,3271187,48763777591,3818197,57651579430,0.1428571429,0.8567360458,0.845835935
Vermont,6,10,11,5,16,322532,5298731334,428711,6726787403,0.375,0.752329658,0.7877060797
Virginia,44,54,21,77,98,18830319,251092029944,19644390,263275366025,0.4489795918,0.9585596193,0.9537239801
Washington,11,65,48,28,76,2067244,40479639735,4946046,90468254865,0.1447368421,0.417958911,0.4474457896
West Virginia,5,72,3,74,77,56818,698871102,379196,4993416872,0.06493506494,0.1498380785,0.1399584933
Wisconsin,6,104,107,3,110,1456776,21918434134,3875566,69305399092,0.05454545455,0.3758872898,0.3162586814
Wyoming,2,17,0,19,19,146060,2153546895,381339,5634821009,0.1052631579,0.3830187838,0.3821855018
Totals,847,3774,1799,2822,4621,87167527,1434120678160,141405393,2325981711869,0.1832936594,0.6164370761,0.6165657584
