State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alabama,10,81,51,40,91,1277982,14233563880,2729921,36371271683,0.1098901099,0.4681388216,0.3913408364
Alaska,1,8,1,8,9,756781,11899356558,977893,15381677269,0.1111111111,0.7738893724,0.7736059176
Arizona,11,24,16,19,35,823884,13039206507,1956903,31490391261,0.3142857143,0.421014225,0.4140693712
Arkansas,4,47,0,51,51,190213,3063920777,366073,4656293895,0.07843137255,0.5196040134,0.6580170509
California,49,205,112,142,254,4670737,103084310004,13827048,298887284252,0.1929133858,0.3377971205,0.3448935951
Colorado,13,54,35,32,67,1308091,25661279393,2327045,42616663470,0.1940298507,0.5621253564,0.6021419159
Connecticut,20,53,25,48,73,530666,7858659276,940606,15041951358,0.2739726027,0.5641745853,0.5224494541
Delaware,4,13,0,17,17,150779,1885303673,264335,3201711772,0.2352941176,0.5704087616,0.5888424091
District Of Columbia,14,18,0,32,32,261890,10054938588,293993,10350342794,0.4375,0.8908035225,0.9714594761
Florida,37,76,65,48,113,5528425,86491119028,7411055,116251777951,0.3274336283,0.7459700407,0.7439982472
Georgia,6,73,38,41,79,439913,7491722730,2265748,35745553737,0.07594936709,0.1941579558,0.209584744
Hawaii,7,40,0,47,47,260367,4586973167,874682,15381030374,0.1489361702,0.2976704677,0.2982227494
Idaho,7,19,16,10,26,152403,2631955242,1260376,21381108021,0.2692307692,0.1209186782,0.1230972333
Illinois,16,189,157,48,205,2295462,46704117409,3967595,71188770257,0.07804878049,0.5785524984,0.6560601797
Indiana,18,111,34,95,129,1474299,25452424676,2810005,45183309276,0.1395348837,0.5246606323,0.5633147524
Iowa,4,65,67,2,69,112625,1686641352,1685133,33492138049,0.05797101449,0.06683448725,0.05035932163
Kansas,2,62,45,19,64,6382,140784847,783059,10495643586,0.03125,0.008150088308,0.01341364594
Kentucky,7,49,18,38,56,563069,9265554997,981747,14561531497,0.125,0.5735377852,0.6363036058
Louisiana,15,132,26,121,147,622512,8302240748,1308033,16727440209,0.1020408163,0.4759145985,0.4963246405
Maine,1,46,12,35,47,18092,249546237,732948,12037648648,0.02127659574,0.02468387935,0.0207304802
Maryland,21,42,7,56,63,1240674,23884339900,2095294,37739970485,0.3333333333,0.5921240647,0.6328658871
Massachusetts,23,106,50,79,129,2002277,27744357742,3413022,55081459131,0.1782945736,0.5866580995,0.5036968552
Michigan,18,168,120,66,186,2046754,42649603820,6002754,105118214191,0.09677419355,0.3409691618,0.4057299123
Minnesota,14,71,60,25,85,1002373,21707491242,2157485,41958434049,0.1647058824,0.4646025349,0.51735704
Mississippi,6,53,1,58,59,435714,5193652379,714321,7970168238,0.1016949153,0.6099694675,0.6516364804
Missouri,6,89,84,11,95,469560,5089475224,1803972,23981009712,0.06315789474,0.2602922884,0.2122293967
Montana,3,39,9,33,42,138331,3341646414,431035,7626301237,0.07142857143,0.3209275349,0.4381739339
Nebraska,4,49,10,43,53,184812,2052845622,570029,6602385070,0.07547169811,0.3242150838,0.3109248552
Nevada,3,10,8,5,13,89490,1619801478,400803,7912951527,0.2307692308,0.2232767719,0.2047025655
New Hampshire,2,11,8,5,13,372962,5875284988,811214,12381805267,0.1538461538,0.4597578444,0.4745095615
New Jersey,22,116,6,132,138,450688,8802932399,961315,15445998881,0.1594202899,0.4688244748,0.5699166798
