ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,13,11,4,20,24,1322,1236740,2629,2621605,0.5416666667,0.5028527957,0.4717491766
$200K-$500K,43,18,21,40,61,9711,14705968,13073,20631156,0.7049180328,0.742828731,0.7128038778
$500K-$1M,49,14,17,46,63,15339,35582931,18348,46085628,0.7777777778,0.8360039241,0.7721047221
$1M-$2M,71,39,36,74,110,23475,101118066,39074,160064271,0.6454545455,0.6007831294,0.6317341488
$2M-$5M,178,65,61,182,243,112058,624797998,149239,840300702,0.7325102881,0.7508627101,0.7435409687
$5M-$10M,260,74,100,234,334,270097,1829640926,350633,2380366037,0.7784431138,0.770312549,0.7686384773
$10M-$20M,355,73,123,305,428,583957,5134626285,706948,6174809789,0.8294392523,0.8260253937,0.8315440411
$20M-$50M,684,80,258,506,764,2004832,22731503387,2222379,25348318391,0.8952879581,0.9021107561,0.8967657356
$50M-$100M,553,50,231,372,603,3191233,40248288509,3470492,43710517489,0.9170812604,0.9195333111,0.9207918556
$100M-$200M,504,37,221,320,541,5172844,72066413862,5461868,77098484825,0.9316081331,0.9470833056,0.9347319085
$200M-$500M,499,31,236,294,530,10609999,159804925114,11196698,169488340701,0.941509434,0.9476007123,0.9428667745
$500M-$1B,284,4,148,140,288,12552015,202988646811,12790699,205739373019,0.9861111111,0.9813392528,0.9866300448
> $1B,443,17,261,199,460,102425325,1779762385236,107840742,1855281139783,0.9630434783,0.9497831997,0.9592952502
Totals,3936,513,1717,2732,4449,136972207,2285343871833,144262822,2386291053396,0.8846931895,0.949462967,0.9576970372
