NIMBLE_CUNA_ID,Old Name,State,New Name
10018578,Greater New Orleans FCU,LA,Epic FCU
10033383,Atlantic City FCU,WY,Grand Altitude FCU
10034849,IU 7 FCU,PA,Western PA Federal Credit Union
