NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10024377,Saints Peter and Paul FCU,NY,Wilfredo Negron,Carmelo Paris
10018312,Alexandria T and P FCU,LA,Mary Bardwell,Jennifer Bardwell
10018308,ALEC FCU,LA,Robin Plunket,Tanya Carroll
10027052,AT & T Employees Pittsburgh PA FCU,PA,Linda Coll,Lester Warby
10026239,Kraton Belpre FCU,OH,Nancy Wilcox,Jesse Shockey
10023919,Path FCU,NJ,Denise Boyd-Taylor,Denise Kingsberry
10024218,Oneida County FCU,NY,Mary Ann Williams,Rebecca Coyne
10024435,Special Metals FCU,NY,Cindy Thiele,Michelle Siriano
10013553,Howard University EFCU,DC,Michael Hines,Marcus Wright
10016979,Power One Federal Credit Union,IN,Brett Cain,Tameka Garmon
10018296,WBH EFCU,KY,Nikki Moore,Candy Dixon
10024472,Syracuse Postal FCU,NY,Tanya Buffham,Robert Medico
10023624,Cattaraugus County EFCU,NY,Jackie Kraft,Anita Fellows
10029759,TSU FCU,TN,Peggy Earnest,Winola Shobe
10023465,Akron School EFCU,NY,Christine Papke,Rachel Kleparek
10029925,Belton FCU,TX,Grace McDonald,Tiffany Holman
10015938,Chicago Avenue Garage FCU,IL,Dorothy McCalister,Charquita Phillips
10029122,Trinity Baptist Church FCU,SC,Lillian Grant,Theresa Hilton
10026974,A C B A FCU,PA,Linda Iddings,Ro Sharon Taylor
10038179,Korean American Catholics FCU,NY,Young Ah Kim,Eunhee Yu
10024212,Olean Teachers and Postal FCU,NY,Patricia Sander,Rita Malone
10026992,City Co FCU,PA,Joseph Marzullo,Nicole Rohe
10029233,Sioux Valley Coop FCU,SD,Kathleen Lentsch,Tyler Gross
10027531,Steel Strong Community FCU,PA,Sandy Abels,Denise Tassone
10026222,Sylvania Area FCU,OH,Matthew Deland,Pat Hakeos
10022529,Omaha Police FCU,NE,Mary Johnson,Rick Rawley
10027378,Armstrong Associates FCU,PA,Allan King,Lisa Haverkost
10017190,One Vision FCU,IN,Pam Goodman,Pamela Goodman
10024458,Adirondack Regional FCU,NY,Russell Cronin,Basel Farhat
10023227,B-M S FCU,NJ,Jennifer Bruett,Dawn Brockup
10026933,Teamsters Council 37 FCU,OR,Steven Haight,Crystal Coutu
10026947,Umatilla County FCU,OR,Cecilia Donnelly,Stuart Roberts
10032228,WestEdge FCU,WA,Kayrene Zowada,Scott Segel
10023046,Fort Billings FCU,NJ,John Greskiewicz,Sherilyn Bay
10026662,DFCU Tulsa,OK,Dana Warne,Robert Holder
10024150,Ontario Shores FCU,NY,Raymond Hebden,Jeff Bell
10026768,IBEW and United Workers FCU,OR,Barbara Mathey,Julie Roth
10013298,Sound Federal Credit Union Inc,CT,Edward Fox,Mary Shepard
10029862,City FCU,TX,Frank Frazzitta,Desiree Ramirez
10023455,Actors FCU,NY,Milena Karavaltcheva,Chuck Brown
10016908,US 1364 FCU,IN,Michelle Wilson,Nicole Smith
10026568,Allegiance CU,OK,Amy Downs,JC Reavis
10010562,Avenir Financial FCU,AZ,Adele Sandberg,Adele Gallagher
10011569,SAG-AFTRA FCU,CA,Roger Runyan,Jose Rodriguez
10017826,Great Plains Federal Credit Union,MO,Kelley Melton,James Wileman
10019202,Mid-Atlantic FCU,MD,Bill Brooks,Tamara Schiavone
10025464,Desco FCU,OH,R. Lee Powell,Jeff Lyons
10029583,Orion FCU,TN,Daniel Weickenand,Ashley McDurmon
10018363,Cabot ECU of Ville Platte,LA,Peggy Tate,Brandy Boudreaux
10011362,High Sierra CU,CA,Eduardo Sandoval,Paula Thomson
10016010,Peoria City ECU,IL,Julie Gebhards,Kim Furness
10014475,Rig ECU,GA,Melinda Spencer,Tracy Simmons
10029449,Greeneville City ECU,TN,Ann Hixson,April Humphreys
10014928,ANCO Community Credit Union,IL,Nancy Camenisch,Wanda Bunzell
10024912,Texas Gulf Carolina ECU,NC,Tina Taylor,Quesha Tatum
10029591,Metropolitan Teachers CU,TN,Beverly Barton,Donnie Crenshaw
10027126,Bucks County Employees CU,PA,Joyce Russell,Eric Finkelston
10027472,Hazleton School ECU,PA,Clarence John,Lori Herman
10014887,Western Illinois School ECU,IL,Mandy Sparks,Tasha Billings
10024806,McDowell Cornerstone CU,NC,Amy Johnson,Tim Keene
10029667,Patriot Equity CU,TN,Fara Hall,Jason Ross
10014886,Acme Continental CU,IL,Mark Duffy,David Kaczmarski
10015538,The Credit Union For All,IL,Thomas Stewart,Robin Juhler
10033358,Evergreen Credit Union,WI,Kathleen Jankowski,Lisa Hable
10033232,Sheboygan Area Credit Union,WI,Robert Walleser,Lois Pluff
10012129,Silverado Credit Union,CA,Marilyn Van Dolson,Daniel Madrid
10017898,Mid-Kansas CU,KS,Gary Duerksen,Stacey Corwin
10029333,Scenic Community CU,TN,Kendall Foster,Marty Stubblefield
10015125,Central CU of Illinois,IL,Robert Satinover,Robert Anderson
10032250,Puget Sound Cooperative CU,WA,Shannon Ellis-Brock,Brandy McBride
10017769,Skyward CU,KS,Kevin Wilmoth,Kevin Brittain
10019135,Point Breeze CU,MD,Tonia Niedzialkowski,Tonia NIEDZIALKOWSKI
10019796,St Anne's CU of Fall River,MA,Eileen Danahey,Eileen Migliozzi
10010356,Avadian CU,AL,Linda Cencula,Brant Malone
10014548,LGE Community CU,GA,Christopher Leggett,Chris Leggett
