NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10025801,NoteWorthy FCU,OH,5444397,692,1
10017182,Richmond Light EFCU,IN,1192063,122,2
10017650,St Athanasius CU,IA,498619,226,1
10010219,Solutions First CU,AL,45680590,4941,9
10032042,CALCOE FCU,WA,44197019,3541,9
10010015,MAC FCU,AK,175882044,18242,65
10037134,Indiana Lakes FCU,IN,28362143,1912,5
10019430,Franklin First FCU,MA,88471976,7387,19
10021271,Heartland CU,MN,176398212,10468,33
10010409,Arkansas AM and N College FCU,AR,1999807,473,2
10013362,Waterbury Postal EFCU,CT,10735134,889,2
10016135,Rockford Municipal ECU,IL,23724823,2102,5
10016228,MWRD ECU,IL,37940939,2120,7
,Totals (13 Credit Unions):,,640527766,53115,160
