NIMBLE_CUNA_ID,Old Name,State,New Name
10017368,Linn Area Credit Union,IA,Corda Credit Union
10026815,Linn-Co FCU,OR,44 North Credit Union
10012199,SESLOC FCU,CA,SESLOC CU
10030489,Air Force FCU,TX,Soarian FCU
10026662,Space Age Tulsa FCU,OK,DFCU Tulsa
10019747,Plymouth County Teachers FCU,MA,PCT Federal Credit Union
