ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,0,29,5,24,29,0,0,3269,3500532,0,0,0
$200K-$500K,0,64,20,44,64,0,0,14163,22223976,0,0,0
$500K-$1M,0,69,20,49,69,0,0,20054,50378354,0,0,0
$1M-$2M,0,115,32,83,115,0,0,43153,170021073,0,0,0
$2M-$5M,3,243,67,179,246,1256,9357585,157959,845524316,0.01219512195,0.007951430434,0.01106719798
$5M-$10M,8,351,105,254,359,7725,54440594,363119,2541295155,0.02228412256,0.02127401761,0.02142238138
$10M-$20M,11,441,128,324,452,22872,150214643,765299,6492428928,0.02433628319,0.02988635814,0.02313689448
$20M-$50M,45,743,272,516,788,143077,1549760839,2338111,25930555054,0.05710659898,0.06119341639,0.05976581819
$50M-$100M,79,552,241,390,631,484846,5993914874,3717526,45535077040,0.1251980983,0.1304216837,0.1316329139
$100M-$200M,93,451,236,308,544,1000452,13508380142,5777974,77497349935,0.1709558824,0.1731492734,0.1743076396
$200M-$500M,127,405,236,296,532,2831340,40630585206,11626779,171536766139,0.2387218045,0.2435188628,0.2368622548
$500M-$1B,70,210,144,136,280,3362550,50364326956,12910223,202070358794,0.25,0.2604563841,0.2492415377
> $1B,202,246,256,192,448,65766175,1084712762932,105305789,1796147704031,0.4508928571,0.6245257324,0.6039106698
Totals,638,3919,1762,2795,4557,73620293,1196973743771,143043418,2328843183327,0.1400043889,0.5146709582,0.5139778206
