NIMBLE_CUNA_ID,Old Name,State,New Name
10010562,Avenir Financial,AZ,Avenir Financial FCU
10022795,ABCO Federal Credit Union,NJ,EDIFI Credit Union
10021979,KC Trmnl Empl-Guadalupe Center FCU,MO,KC Unidos FCU
10019506,Harvard University ECU,MA,Harvard FCU
10031595,New England FCU,VT,EastRise CU
