NIMBLE_CUNA_ID,Old Name,State,New Name
10026966,Pacific Crest FCU,OR,Sage Credit Union
10038268,Digital Federal Credit Union,CA,First Tech Federal Credit Union
10022028,River Region CU,MO,Multipli Credit Union
10020748,Community Financial CU,MI,Orsa Credit Union
